team,year,name,age,position,games,games_started,minutes_played_per_game,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,three_point_field_goals_per_game,three_point_field_goal_attempts_per_game,three_point_field_goal_percentage,two_point_field_goals_per_game,two_point_field_goal_attempts_per_game,two_point_field_goal_percentage,effective_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,awards,position_post,games_post,games_started_post,minutes_played_per_game_post,field_goals_per_game_post,field_goal_attempts_per_game_post,field_goal_percentage_post,three_point_field_goals_per_game_post,three_point_field_goal_attempts_per_game_post,three_point_field_goal_percentage_post,two_point_field_goals_per_game_post,two_point_field_goal_attempts_per_game_post,two_point_field_goal_percentage_post,effective_field_goal_percentage_post,free_throws_per_game_post,free_throw_attempts_per_game_post,free_throw_percentage_post,offensive_rebounds_per_game_post,defensive_rebounds_per_game_post,total_rebounds_per_game_post,assists_per_game_post,steals_per_game_post,blocks_per_game_post,turnovers_per_game_post,personal_fouls_per_game_post,points_per_game_post,awards_post,pg%,sg%,pf%,c%,on_court_+/-,on-off_+/-,bad_pass_TO,lost_ball_TO,shooting_fouls,offensive_fouls,shooting_fouls_drawn,offensive_fouls_drawn,points generated by assists,and1s,pg%_post,sg%_post,sf%_post,pf%_post,c%_post,on_court_+/-_post,on-off_+/-_post,bad_pass_to_post,lost_ball_to_post,shooting_fouls_post,offensive_fouls_post,shooting_fouls_drawn_post,offensive_fouls_drawn_post,points_generated_by_assists_post,and1s_post
ATL,2024,AJ Griffin,20,SF,20,0,8.6,0.9,3.1,.290,0.5,2.0,.256,0.4,1.2,.348,.371,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.1,0.4,0.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,36,1,-13.7,-12.0,4,3,3,0,1,0,13,0,,,,,,,,,,,,,,,
ATL,2024,Seth Lundy,23,SF,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,16,0,-8.0,-5.9,0,1,3,0,2,0,0,0,,,,,,,,,,,,,,,
ATL,2024,Team Totals,,,82,82,242.1,43.0,92.5,.465,13.7,37.7,.364,29.3,54.8,.535,.539,18.5,23.2,.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,-2.2,0.8,562,257,809,109,857,163,5250,209,,,,,,,,,,,,,,,
BRK,2024,Mikal Bridges,27,SF,82,82,34.8,6.9,15.8,.436,2.7,7.2,.372,4.2,8.6,.490,.521,3.1,3.9,.814,0.8,3.7,4.5,3.6,1.0,0.4,2.0,1.4,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,20,1,-3.6,-2.2,82,60,55,6,127,23,748,30,,,,,,,,,,,,,,,
BRK,2024,Dennis Schröder,30,PG,29,25,32.0,5.4,12.7,.424,2.1,5.1,.412,3.3,7.6,.432,.507,1.8,2.2,.797,0.6,2.9,3.5,6.0,0.6,0.3,2.4,2.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,-6.2,-4.2,45,20,23,2,23,7,419,5,,,,,,,,,,,,,,,
BRK,2024,Cam Thomas,22,SG,66,51,31.4,8.0,18.0,.442,2.2,6.0,.364,5.8,12.0,.481,.503,4.3,5.1,.856,0.4,2.8,3.2,2.9,0.7,0.2,1.9,2.1,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,1,0,-6.2,-6.7,44,40,69,9,155,15,458,35,,,,,,,,,,,,,,,
BRK,2024,Spencer Dinwiddie,30,PG,48,48,30.7,4.1,10.4,.391,1.9,5.8,.320,2.2,4.6,.480,.480,2.6,3.3,.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,-1.7,2.1,40,8,43,9,77,5,723,18,,,,,,,,,,,,,,,
BRK,2024,Nic Claxton,24,C,71,71,29.8,5.2,8.2,.629,0.0,0.1,.200,5.1,8.1,.633,.630,1.5,2.8,.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-5.7,-5.7,23,25,75,31,89,13,349,24,,,,,,,,,,,,,,,
BRK,2024,Dorian Finney-Smith,30,PF,68,56,28.4,3.2,7.5,.421,1.7,4.9,.348,1.4,2.6,.560,.535,0.5,0.7,.717,1.6,3.1,4.7,1.6,0.8,0.6,0.9,2.2,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,45,14,-1.5,2.8,29,12,71,9,18,1,263,2,,,,,,,,,,,,,,,
BRK,2024,Cameron Johnson,27,PF,58,47,27.6,4.8,10.7,.446,2.4,6.1,.391,2.4,4.6,.519,.557,1.5,1.9,.789,0.9,3.4,4.3,2.4,0.8,0.3,1.0,1.8,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,76,11,-4.9,-3.2,39,12,52,4,50,6,348,13,,,,,,,,,,,,,,,
BRK,2024,Royce O'Neale,30,SF,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,17,1,-0.9,3.0,25,14,73,9,10,7,322,0,,,,,,,,,,,,,,,
BRK,2024,Ben Simmons,27,PG,15,12,23.9,2.9,4.9,.581,0.0,0.0,,2.9,4.9,.581,.581,0.4,1.0,.400,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1,0,0,-3.1,-0.2,17,4,15,4,5,3,217,1,,,,,,,,,,,,,,,
BRK,2024,Dennis Smith Jr.,26,PG,56,2,18.9,2.6,6.0,.435,0.6,1.9,.294,2.1,4.1,.502,.482,0.8,1.0,.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,0,0,0,0.7,5.0,36,15,57,9,25,6,491,6,,,,,,,,,,,,,,,
BRK,2024,Lonnie Walker IV,25,SG,58,0,17.4,3.6,8.5,.423,1.8,4.7,.384,1.8,3.8,.471,.528,0.8,1.0,.763,0.2,2.0,2.2,1.3,0.6,0.3,0.9,1.2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,13,0,0,0.2,4.3,17,14,40,4,26,3,182,5,,,,,,,,,,,,,,,
BRK,2024,Noah Clowney,19,PF,23,4,16.1,2.2,4.0,.538,0.5,1.4,.364,1.7,2.6,.633,.602,0.9,1.3,.700,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,44,25,-6.0,-3.4,5,7,15,2,13,1,46,4,,,,,,,,,,,,,,,
BRK,2024,Jalen Wilson,23,PF,43,3,15.4,1.8,4.2,.425,0.6,1.7,.324,1.2,2.4,.495,.492,0.9,1.1,.826,1.1,2.0,3.0,1.0,0.3,0.1,0.4,1.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,48,5,0.2,3.8,3,8,29,4,17,2,108,5,,,,,,,,,,,,,,,
BRK,2024,Day'Ron Sharpe,22,C,61,1,15.1,2.8,4.8,.571,0.1,0.2,.267,2.7,4.6,.588,.578,1.2,2.0,.610,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,4.7,10.0,30,16,62,18,64,1,198,19,,,,,,,,,,,,,,,
BRK,2024,Trendon Watford,23,PF,63,2,13.6,2.6,4.9,.527,0.4,1.1,.397,2.2,3.9,.564,.571,1.2,1.5,.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,67,29,-3.8,-1.0,28,17,58,11,48,4,186,14,,,,,,,,,,,,,,,
BRK,2024,Keon Johnson,21,SG,5,0,12.2,1.6,4.2,.381,0.8,2.0,.400,0.8,2.2,.364,.476,2.2,2.4,.917,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,-18.0,-15.2,4,0,3,0,4,0,8,0,,,,,,,,,,,,,,,
BRK,2024,Dariq Whitehead,19,SF,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,0,0,-51.8,-49.2,0,0,0,0,1,0,7,0,,,,,,,,,,,,,,,
BRK,2024,Jacob Gilyard,25,PG,4,0,11.3,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.3,0.5,0.8,1.5,1.5,0.0,0.3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,-10.8,-7.9,1,0,2,0,0,0,17,0,,,,,,,,,,,,,,,
BRK,2024,Armoni Brooks,25,PG,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,11.0,14.4,3,0,1,0,1,0,10,1,,,,,,,,,,,,,,,
BRK,2024,Harry Giles,25,C,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,43,57,-4.7,-1.8,2,2,12,2,8,0,14,3,,,,,,,,,,,,,,,
BRK,2024,Keita Bates-Diop,28,SF,14,0,4.9,0.6,1.1,.500,0.1,0.4,.200,0.5,0.8,.636,.531,0.4,0.4,1.000,0.1,0.6,0.6,0.3,0.2,0.1,0.1,0.1,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,2,0,-12.0,-9.2,0,1,1,1,3,0,9,0,,,,,,,,,,,,,,,
BRK,2024,Team Totals,,,82,82,241.5,40.7,89.1,.456,13.3,36.7,.362,27.4,52.4,.522,.531,15.8,20.9,.756,11.4,32.6,44.1,25.6,6.8,5.2,13.1,18.5,110.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,-3.0,-0.6,473,275,756,134,764,97,5123,185,,,,,,,,,,,,,,,
BOS,2023,Jayson Tatum,24,SF,74,74,36.9,9.8,21.1,.466,3.2,9.3,.350,6.6,11.8,.558,.543,7.2,8.4,.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,"MVP-4,CPOY-10,AS,NBA1",SF,20,20,40.0,9.3,20.2,.458,2.7,8.2,.323,6.6,12.0,.550,.524,6.0,6.9,.876,1.3,9.2,10.5,5.3,1.1,1.1,2.8,2.2,27.2,,0,53,34,0,8.3,5.5,79,78,46,32,255,3,874,50,0,0,37,63,0,4.6,5.7,18,25,16,7,58,2,261,7
BOS,2023,Jaylen Brown,26,SF,67,67,35.9,10.1,20.6,.491,2.4,7.3,.335,7.7,13.4,.576,.550,3.9,5.1,.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,"AS,NBA2",SF,20,20,37.6,9.1,18.3,.496,2.0,5.7,.354,7.1,12.6,.560,.551,2.6,3.7,.689,1.3,4.4,5.6,3.4,1.1,0.4,3.3,3.1,22.7,,0,58,3,0,5.1,-3.9,61,68,70,27,171,9,599,47,0,24,72,3,0,2.1,-7.1,22,31,26,9,36,1,171,11
BOS,2023,Marcus Smart,28,PG,61,61,32.1,4.1,9.9,.415,1.9,5.6,.336,2.2,4.3,.519,.511,1.4,1.9,.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,,PG,20,20,34.0,5.1,11.2,.453,2.2,6.1,.361,2.9,5.1,.564,.552,2.6,3.3,.800,1.1,3.0,4.0,5.1,1.3,0.3,2.3,1.9,14.9,,98,0,0,0,5.9,-1.5,84,22,79,19,48,51,914,11,98,2,0,0,0,4.3,2.3,33,6,17,3,25,15,245,6
BOS,2023,Al Horford,36,C,63,63,30.5,3.6,7.6,.476,2.3,5.2,.446,1.3,2.4,.539,.627,0.2,0.3,.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,,C,20,20,30.9,2.6,6.6,.386,1.4,4.7,.298,1.2,1.9,.605,.492,0.2,0.2,.750,1.5,5.7,7.2,3.0,1.1,1.7,0.6,2.4,6.7,,0,0,8,92,7.9,2.4,17,5,80,14,10,2,466,5,0,0,0,1,100,4.5,2.4,6,2,27,3,1,1,146,0
BOS,2023,Derrick White,28,SG,82,70,28.3,4.3,9.2,.462,1.8,4.8,.381,2.5,4.5,.548,.560,2.0,2.3,.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,,SG,20,16,29.7,4.7,9.2,.505,2.5,5.5,.455,2.2,3.7,.581,.641,1.6,1.7,.912,0.7,2.3,3.0,2.1,0.6,1.0,0.9,1.9,13.4,,21,8,0,0,10.7,9.7,54,25,115,4,96,51,793,27,9,78,13,0,0,0.9,-7.1,6,6,21,1,15,10,98,2
BOS,2023,Malcolm Brogdon,30,PG,67,0,26.0,5.3,10.9,.484,2.0,4.4,.444,3.3,6.5,.510,.574,2.4,2.7,.870,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,6MOY-1,PG,19,0,24.9,4.3,10.3,.418,1.7,4.6,.379,2.6,5.7,.450,.503,1.5,1.8,.829,0.7,2.8,3.5,2.9,0.2,0.3,1.0,1.5,11.9,,52,1,0,0,5.1,-2.7,42,34,49,7,78,18,616,14,40,58,2,0,0,6.2,5.2,8,7,11,1,17,1,131,3
BOS,2023,Grant Williams,24,PF,79,23,25.9,2.7,6.0,.454,1.5,3.7,.395,1.3,2.3,.546,.575,1.2,1.5,.770,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,,PF,15,0,17.7,1.7,3.5,.472,1.2,2.7,.450,0.5,0.9,.538,.642,0.5,0.7,.800,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1,,0,5,86,8,5.3,-2.7,27,20,100,17,47,20,333,12,0,0,5,89,6,-3.4,-9.6,2,1,16,1,5,4,47,0
BOS,2023,Robert Williams,25,C,35,20,23.5,3.6,4.9,.747,0.0,0.0,.000,3.6,4.8,.751,.747,0.7,1.2,.610,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0,,C,20,4,20.9,3.4,4.3,.788,0.0,0.1,.000,3.4,4.2,.798,.788,1.0,1.4,.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,2.2,7.7,,0,1,46,53,10.2,4.5,16,6,44,8,22,0,128,9,0,0,0,29,71,3.6,0.0,7,2,26,6,17,0,48,8
BOS,2023,Mike Muscala,31,C,20,4,16.2,2.1,4.5,.472,1.3,3.3,.385,0.9,1.2,.708,.612,0.5,0.7,.692,0.7,2.7,3.4,0.6,0.2,0.3,0.5,1.4,5.9,,C,6,0,3.5,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.5,0.7,.750,0.5,0.2,0.7,0.2,0.0,0.0,0.2,0.2,1.5,,0,0,26,74,8.2,1.7,2,2,13,4,4,0,32,0,0,0,0,94,6,25.0,21.9,1,0,1,0,1,0,2,0
BOS,2023,Sam Hauser,25,SF,80,8,16.1,2.3,5.0,.455,1.8,4.2,.418,0.5,0.8,.656,.631,0.2,0.2,.706,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,,SF,15,0,6.9,0.7,1.9,.345,0.5,1.6,.333,0.1,0.3,.400,.483,0.1,0.1,1.000,0.3,0.8,1.1,0.3,0.1,0.1,0.0,0.5,2.0,,0,57,31,0,7.7,1.6,13,11,59,3,6,4,175,1,0,13,27,60,0,10.1,7.4,0,0,2,0,1,0,9,0
BOS,2023,Blake Griffin,33,C,41,16,13.9,1.5,3.2,.485,0.6,1.6,.348,1.0,1.6,.625,.573,0.5,0.8,.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,,C,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,0,2,23,76,8.3,2.0,5,2,35,10,13,17,157,4,0,0,0,0,100,10.6,7.1,0,0,0,0,0,0,0,0
BOS,2023,Payton Pritchard,25,PG,48,3,13.4,2.1,5.1,.412,1.2,3.2,.364,0.9,1.9,.495,.527,0.3,0.3,.750,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6,,PG,10,0,5.7,1.2,2.2,.545,0.4,1.0,.400,0.8,1.2,.667,.636,0.4,0.5,.800,0.0,0.6,0.6,1.1,0.1,0.0,0.5,0.3,3.2,,100,0,0,0,1.1,-6.5,21,9,16,0,7,2,162,1,100,0,0,0,0,8.5,5.2,3,2,1,0,2,0,28,2
BOS,2023,Luke Kornet,27,C,69,0,11.7,1.6,2.5,.665,0.0,0.2,.231,1.6,2.3,.701,.674,0.5,0.6,.821,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,,C,8,0,4.0,0.9,1.0,.875,0.1,0.1,1.000,0.8,0.9,.857,.938,0.3,0.3,1.000,0.6,0.6,1.3,0.0,0.0,0.1,0.0,0.3,2.1,,0,0,0,100,4.6,-2.5,7,6,63,6,17,1,136,5,0,0,0,0,100,4.8,1.2,0,0,0,0,0,0,0,0
BOS,2023,Justin Champagnie,21,SF,2,0,11.5,1.0,6.0,.167,0.5,2.5,.200,0.5,3.5,.143,.208,0.0,0.0,,1.0,1.0,2.0,1.5,0.5,0.0,0.0,0.5,2.5,,SF,4,0,2.5,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,0,57,0,0,-7.4,-14.1,0,0,1,0,0,0,6,0,0,100,0,0,0,6.1,2.5,0,0,1,0,0,0,0,0
BOS,2023,Mfiondu Kabengele,25,PF,4,0,9.0,0.5,1.8,.286,0.0,0.8,.000,0.5,1.0,.500,.286,0.5,0.5,1.000,1.3,1.3,2.5,0.0,0.5,0.0,0.3,0.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,83,17,-10.6,-17.4,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,
BOS,2023,Noah Vonleh,27,C,23,1,7.4,0.5,1.0,.458,0.0,0.2,.250,0.4,0.9,.500,.479,0.1,0.1,1.000,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,80,-2.2,-9.2,2,2,15,7,1,0,20,0,,,,,,,,,,,,,,,
BOS,2023,JD Davison,20,SG,12,0,5.5,0.7,1.6,.421,0.2,0.6,.286,0.5,1.0,.500,.474,0.1,0.2,.500,0.2,0.6,0.8,0.9,0.2,0.2,0.3,0.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,-4.6,-11.4,3,1,2,0,1,1,25,0,,,,,,,,,,,,,,,
BOS,2023,Justin Jackson,27,SF,23,0,4.7,0.3,1.2,.259,0.2,0.9,.250,0.1,0.3,.286,.352,0.0,0.1,.500,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,23,0,-29.3,-36.9,2,0,5,0,1,0,21,0,,,,,,,,,,,,,,,
BOS,2023,Team Totals,,,82,82,243.7,42.2,88.8,.475,16.0,42.6,.377,26.2,46.2,.567,.566,17.5,21.6,.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,,,20,20,241.3,40.9,85.5,.478,14.1,38.7,.364,26.8,46.9,.572,.560,16.2,20.0,.810,9.5,33.6,43.1,24.2,6.0,6.4,12.4,17.2,112.0,,20,20,20,20,6.6,0.7,435,291,792,159,777,179,5457,186,20,20,20,20,20,3.6,-0.1,106,82,165,31,178,34,1186,39
BOS,2024,Jayson Tatum,25,PF,74,74,35.7,9.1,19.3,.471,3.1,8.2,.376,6.0,11.0,.542,.552,5.6,6.7,.833,0.9,7.2,8.1,4.9,1.0,0.6,2.5,2.0,26.9,"MVP-6,CPOY-9,AS,NBA1",PF,19,19,40.4,8.4,19.6,.427,2.1,7.3,.283,6.3,12.3,.513,.480,6.2,7.2,.861,0.9,8.8,9.7,6.3,1.1,0.7,2.6,2.8,25.0,,0,26,72,2,10.9,-1.2,91,53,54,32,208,4,922,44,0,0,4,93,3,9.6,6.0,22,18,13,8,65,2,299,17
BOS,2024,Jaylen Brown,27,SF,70,70,33.5,9.0,17.9,.499,2.1,5.9,.354,6.9,12.1,.570,.557,3.0,4.3,.703,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,AS,SF,19,19,37.2,9.2,17.8,.516,1.9,5.8,.327,7.3,12.1,.607,.569,3.6,5.4,.660,1.2,4.8,5.9,3.3,1.2,0.6,2.7,2.7,23.9,Finals MVP-1,1,68,2,0,8.2,-7.7,64,61,74,27,156,10,619,46,0,14,83,3,0,7.0,-7.5,17,17,15,11,45,6,160,5
BOS,2024,Jrue Holiday,33,PG,69,69,32.8,4.8,10.0,.480,2.0,4.7,.429,2.8,5.3,.526,.581,0.9,1.0,.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,1.6,12.5,DPOY-6,PG,19,19,37.9,5.1,10.2,.503,1.8,4.6,.402,3.3,5.6,.585,.593,1.1,1.2,.955,1.9,4.2,6.1,4.4,1.1,0.6,1.5,2.1,13.2,,69,0,0,0,9.5,-4.1,70,37,56,4,29,21,822,7,70,30,0,0,0,10.9,10.3,15,9,19,1,9,6,202,2
BOS,2024,Derrick White,29,SG,73,73,32.6,5.3,11.5,.461,2.7,6.8,.396,2.6,4.7,.555,.578,1.9,2.1,.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,2.1,15.2,DPOY-8,SG,19,19,35.6,5.7,12.7,.452,3.4,8.5,.404,2.3,4.2,.550,.587,1.8,2.0,.921,1.0,3.3,4.3,4.1,0.9,1.2,0.8,2.3,16.7,,20,4,0,0,12.4,2.9,69,21,79,13,73,27,910,19,7,84,9,0,0,6.4,-8.8,11,4,22,0,14,6,176,1
BOS,2024,Kristaps Porziņģis,28,C,57,57,29.6,6.8,13.2,.516,1.9,5.1,.375,4.9,8.1,.606,.589,4.5,5.3,.858,1.7,5.5,7.2,2.0,0.7,1.9,1.6,2.7,20.1,,C,7,4,23.6,4.0,8.6,.467,1.4,4.1,.345,2.6,4.4,.581,.550,2.9,3.1,.909,0.6,3.9,4.4,1.1,0.7,1.6,0.7,2.1,12.3,,0,0,5,95,10.6,-1.2,36,23,89,23,127,7,281,27,0,0,0,0,100,10.7,2.4,2,2,9,1,8,2,20,0
BOS,2024,Al Horford,37,C,65,33,26.8,3.3,6.4,.511,1.7,4.0,.419,1.6,2.5,.658,.640,0.4,0.5,.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,1.4,8.6,,C,19,15,30.3,3.5,7.3,.478,1.8,5.0,.368,1.6,2.3,.721,.605,0.4,0.6,.636,1.8,5.2,7.0,2.1,0.8,0.8,0.6,1.5,9.2,,0,0,51,49,11.4,0.3,20,11,54,13,9,1,426,2,0,0,0,8,92,12.8,11.0,5,2,13,3,4,0,99,1
BOS,2024,Payton Pritchard,26,PG,82,5,22.3,3.6,7.7,.468,1.8,4.7,.385,1.8,3.1,.593,.583,0.6,0.7,.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,1.3,9.6,,PG,19,0,18.7,2.3,5.5,.419,1.2,3.2,.383,1.1,2.4,.467,.529,0.6,0.6,.917,0.7,1.2,1.9,2.1,0.2,0.0,0.7,1.2,6.4,,100,0,0,0,11.9,1.3,31,12,37,5,23,7,696,4,100,0,0,0,0,3.5,-8.4,4,3,6,1,2,0,103,0
BOS,2024,Sam Hauser,26,SF,79,13,22.0,3.2,7.1,.446,2.5,5.9,.424,0.7,1.2,.559,.623,0.2,0.2,.895,0.6,2.9,3.5,1.0,0.5,0.3,0.4,1.3,9.0,,SF,19,0,14.9,1.9,4.4,.429,1.4,3.7,.380,0.5,0.7,.692,.589,0.2,0.2,1.000,0.4,1.7,2.2,0.6,0.3,0.2,0.2,1.1,5.4,,0,54,33,1,13.4,3.9,17,8,56,3,4,5,211,0,0,0,69,30,1,13.0,6.2,2,0,10,1,1,1,27,0
BOS,2024,Luke Kornet,28,C,63,7,15.6,2.3,3.2,.700,0.0,0.0,1.000,2.2,3.2,.698,.702,0.8,0.9,.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,1.2,5.3,,C,13,0,10.2,1.1,1.6,.667,0.0,0.0,,1.1,1.6,.667,.667,0.8,1.0,.846,1.5,1.7,3.2,0.5,0.1,0.4,0.5,0.8,3.0,,0,0,0,100,11.2,-0.1,11,5,54,5,26,2,174,6,0,0,0,0,100,-8.4,-20.0,3,0,9,1,5,0,19,0
BOS,2024,Xavier Tillman Sr.,25,PF,20,2,13.7,1.7,3.3,.515,0.4,1.4,.286,1.3,1.9,.684,.576,0.2,0.4,.571,0.7,2.0,2.7,1.0,0.5,0.5,0.3,0.8,4.0,,PF,8,0,8.6,0.6,1.0,.625,0.1,0.1,1.000,0.5,0.9,.571,.688,0.1,0.1,1.000,0.5,1.3,1.8,0.4,0.4,0.4,0.4,0.9,1.5,,0,0,56,44,10.2,-1.1,1,1,10,2,4,0,53,1,0,0,0,34,66,18.4,10.5,1,1,5,1,1,0,7,1
BOS,2024,Neemias Queta,24,C,28,0,11.9,2.4,3.7,.644,0.0,0.0,,2.4,3.7,.644,.644,0.7,1.0,.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,,C,3,0,4.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.3,0.7,1.0,0.0,0.0,0.3,0.0,0.0,1.3,,0,0,7,93,19.9,9.4,2,2,34,6,15,1,54,4,0,0,0,0,100,46.3,38.2,0,0,0,0,0,0,0,0
BOS,2024,Oshae Brissett,25,SF,55,1,11.5,1.2,2.8,.444,0.3,1.0,.273,1.0,1.8,.541,.493,0.9,1.5,.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1.0,3.7,,SF,10,0,5.5,0.6,1.1,.545,0.2,0.2,1.000,0.4,0.9,.444,.636,0.2,0.4,.500,0.3,1.1,1.4,0.0,0.3,0.2,0.1,0.2,1.6,,0,56,29,1,10.4,-1.0,8,7,29,2,40,0,116,6,0,5,43,50,2,7.6,-1.2,0,0,2,0,2,0,0,0
