team,year,name,age,position,games,games_started,minutes_played_per_game,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,three_point_field_goals_per_game,three_point_field_goal_attempts_per_game,three_point_field_goal_percentage,two_point_field_goals_per_game,two_point_field_goal_attempts_per_game,two_point_field_goal_percentage,effective_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,awards,position_post,games_post,games_started_post,minutes_played_per_game_post,field_goals_per_game_post,field_goal_attempts_per_game_post,field_goal_percentage_post,three_point_field_goals_per_game_post,three_point_field_goal_attempts_per_game_post,three_point_field_goal_percentage_post,two_point_field_goals_per_game_post,two_point_field_goal_attempts_per_game_post,two_point_field_goal_percentage_post,effective_field_goal_percentage_post,free_throws_per_game_post,free_throw_attempts_per_game_post,free_throw_percentage_post,offensive_rebounds_per_game_post,defensive_rebounds_per_game_post,total_rebounds_per_game_post,assists_per_game_post,steals_per_game_post,blocks_per_game_post,turnovers_per_game_post,personal_fouls_per_game_post,points_per_game_post,awards_post,pg%,sg%,pf%,c%,on_court_+/-,on-off_+/-,bad_pass_TO,lost_ball_TO,shooting_fouls,offensive_fouls,shooting_fouls_drawn,offensive_fouls_drawn,points generated by assists,and1s,pg%_post,sg%_post,sf%_post,pf%_post,c%_post,on_court_+/-_post,on-off_+/-_post,bad_pass_to_post,lost_ball_to_post,shooting_fouls_post,offensive_fouls_post,shooting_fouls_drawn_post,offensive_fouls_drawn_post,points_generated_by_assists_post,and1s_post,name_slug,twok_year,Rating,Team,Height,Wingspan
BOS,2022,Kelan Martin,26.0,SF,3,0,2.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,0,0,-64.6,-72.4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,kelan-martin,,,,,
BOS,2022,Joe Johnson,40.0,SG,1,0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,-125.0,-132.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,joe-johnson,,,,,
BOS,2022,Justin Jackson,26.0,SF,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,-125.0,-132.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,justin-jackson,NBA 2K23,72.0,Boston Celtics,"6'8"" (203cm)","6'11"" (211cm)"
BOS,2022,Justin Jackson,26.0,SF,1,0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,-125.0,-132.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,justin-jackson,NBA 2K23,72.0,Boston Celtics,"6'8"" (203cm)","6'11"" (211cm)"
BOS,2022,Team Totals,,,82,82,242.7,40.7,87.4,0.466,13.2,37.1,0.356,27.5,50.3,0.547,0.542,17.0,20.9,0.816,10.5,35.5,46.1,24.8,7.2,5.8,13.6,18.5,111.8,,,24.0,24.0,240.0,36.7,81.8,0.449,13.7,36.6,0.373,23.0,45.1,0.511,0.533,18.5,23.2,0.797,9.0,33.9,42.9,24.5,6.4,6.3,14.7,20.7,105.5,,20,20,20,20,7.7,1.6,543,295,733,126,749,147,4954,199,20.0,20.0,20.0,20.0,20.0,3.9,0.3,146.0,105.0,201.0,56.0,225.0,55.0,1451.0,50.0,team-totals,,,,,
BRK,2023,Kyrie Irving,30.0,PG,40,40,37.0,10.0,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,"CPOY-12,AS",,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,4.4,5.0,49,26,55,7,74,12,498,24,,,,,,,,,,,,,,,,kyrie-irving,NBA 2K24,90.0,Dallas Mavericks,"6'2"" (188cm)","6'4"" (193cm)"
BRK,2023,Kyrie Irving,30.0,PG,40,40,37.0,10.0,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4.0,4.5,0.883,1.0,4.2,5.1,5.3,1.0,0.8,2.3,2.7,27.1,"CPOY-12,AS",,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,4.4,5.0,49,26,55,7,74,12,498,24,,,,,,,,,,,,,,,,kyrie-irving,NBA 2K24,90.0,Dallas Mavericks,"6'2"" (188cm)","6'4"" (193cm)"
BRK,2023,Kevin Durant,34.0,PF,39,39,36.0,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,65,35,6.7,8.5,78,39,48,11,120,6,490,44,,,,,,,,,,,,,,,,kevin-durant,NBA 2K24,96.0,Phoenix Suns,"6'11"" (211cm)","7'5"" (226cm)"
BRK,2023,Kevin Durant,34.0,PF,39,39,36.0,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14.0,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,65,35,6.7,8.5,78,39,48,11,120,6,490,44,,,,,,,,,,,,,,,,kevin-durant,NBA 2K24,96.0,Phoenix Suns,"6'11"" (211cm)","7'5"" (226cm)"
BRK,2023,Spencer Dinwiddie,29.0,PG,26,26,35.3,5.5,13.7,0.404,1.7,5.7,0.289,3.9,8.0,0.488,0.465,3.8,4.7,0.797,0.3,3.8,4.1,9.1,1.1,0.3,2.1,2.4,16.5,,PG,4.0,4.0,39.8,5.5,12.8,0.431,1.8,4.5,0.389,3.8,8.3,0.455,0.5,3.8,5.5,0.682,0.3,3.0,3.3,6.5,1.3,0.3,3.0,1.8,16.5,,98,0,0,0,4.3,4.0,33,12,28,5,60,8,584,17,99.0,1.0,0.0,0.0,0.0,-12.0,11.5,8.0,4.0,5.0,0.0,12.0,0.0,62.0,2.0,spencer-dinwiddie,NBA 2K24,81.0,"Brooklyn Nets, Los Angeles Lakers","6'5"" (196cm)","6'8"" (203cm)"
BRK,2023,Spencer Dinwiddie,29.0,PG,26,26,35.3,5.5,13.7,0.404,1.7,5.7,0.289,3.9,8.0,0.488,0.465,3.8,4.7,0.797,0.3,3.8,4.1,9.1,1.1,0.3,2.1,2.4,16.5,,PG,4.0,4.0,39.8,5.5,12.8,0.431,1.8,4.5,0.389,3.8,8.3,0.455,0.5,3.8,5.5,0.682,0.3,3.0,3.3,6.5,1.3,0.3,3.0,1.8,16.5,,98,0,0,0,4.3,4.0,33,12,28,5,60,8,584,17,99.0,1.0,0.0,0.0,0.0,-12.0,11.5,8.0,4.0,5.0,0.0,12.0,0.0,62.0,2.0,spencer-dinwiddie,NBA 2K24,81.0,"Brooklyn Nets, Los Angeles Lakers","6'5"" (196cm)","6'8"" (203cm)"
BRK,2023,RaiQuan Gray,23.0,PF,1,0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,4.0,7.0,0.571,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35,65,-19.4,-20.9,2,1,3,0,1,0,16,0,,,,,,,,,,,,,,,,raiquan-gray,NBA 2K24,69.0,San Antonio Spurs,"6'7"" (201cm)","6'11"" (211cm)"
BRK,2023,RaiQuan Gray,23.0,PF,1,0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,4.0,7.0,0.571,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35,65,-19.4,-20.9,2,1,3,0,1,0,16,0,,,,,,,,,,,,,,,,raiquan-gray,NBA 2K24,69.0,San Antonio Spurs,"6'7"" (201cm)","6'11"" (211cm)"
BRK,2023,Mikal Bridges,26.0,SG,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1.0,0.6,1.8,1.6,26.1,,SG,4.0,4.0,39.3,8.3,19.3,0.429,2.5,6.3,0.4,5.8,13.0,0.442,0.494,4.5,5.8,0.783,0.5,4.8,5.3,4.0,0.5,0.5,2.0,1.3,23.5,,2,17,1,0,0.8,-0.6,27,16,27,1,77,4,172,20,5.0,77.0,19.0,0.0,0.0,-16.2,-13.1,6.0,1.0,2.0,0.0,11.0,1.0,42.0,2.0,mikal-bridges,NBA 2K24,86.0,Brooklyn Nets,"6'6"" (198cm)","7'1"" (216cm)"
BRK,2023,Mikal Bridges,26.0,SG,27,27,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1.0,0.6,1.8,1.6,26.1,,SG,4.0,4.0,39.3,8.3,19.3,0.429,2.5,6.3,0.4,5.8,13.0,0.442,0.494,4.5,5.8,0.783,0.5,4.8,5.3,4.0,0.5,0.5,2.0,1.3,23.5,,2,17,1,0,0.8,-0.6,27,16,27,1,77,4,172,20,5.0,77.0,19.0,0.0,0.0,-16.2,-13.1,6.0,1.0,2.0,0.0,11.0,1.0,42.0,2.0,mikal-bridges,NBA 2K24,86.0,Brooklyn Nets,"6'6"" (198cm)","7'1"" (216cm)"
BRK,2023,Royce O'Neale,29.0,SF,76,53,31.7,3.0,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,,SF,4.0,0.0,29.5,1.8,7.3,0.241,1.0,5.5,0.182,0.8,1.8,0.429,0.31,0.5,0.5,1.0,1.0,3.3,4.3,3.5,1.3,0.3,1.0,2.8,5.0,,0,61,15,0,2.6,3.5,71,19,139,13,30,25,690,5,0.0,11.0,70.0,19.0,0.0,-20.0,-15.6,2.0,1.0,3.0,0.0,0.0,3.0,34.0,0.0,royce-oneale,NBA 2K24,76.0,"Brooklyn Nets, Phoenix Suns","6'6"" (198cm)","6'10"" (208cm)"
BRK,2023,Royce O'Neale,29.0,SF,76,53,31.7,3.0,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,,SF,4.0,0.0,29.5,1.8,7.3,0.241,1.0,5.5,0.182,0.8,1.8,0.429,0.31,0.5,0.5,1.0,1.0,3.3,4.3,3.5,1.3,0.3,1.0,2.8,5.0,,0,61,15,0,2.6,3.5,71,19,139,13,30,25,690,5,0.0,11.0,70.0,19.0,0.0,-20.0,-15.6,2.0,1.0,3.0,0.0,0.0,3.0,34.0,0.0,royce-oneale,NBA 2K24,76.0,"Brooklyn Nets, Phoenix Suns","6'6"" (198cm)","6'10"" (208cm)"
BRK,2023,Cameron Johnson,26.0,PF,25,25,30.8,5.6,12.0,0.468,2.3,6.2,0.372,3.3,5.8,0.572,0.565,3.0,3.5,0.851,0.8,4.0,4.8,2.1,1.4,0.3,1.1,2.2,16.6,,PF,4.0,4.0,38.0,7.0,13.8,0.509,3.0,7.0,0.429,4.0,6.8,0.593,0.618,1.5,1.8,0.857,0.8,5.0,5.8,2.8,0.8,0.3,1.3,2.5,18.5,,0,0,82,18,4.2,3.7,12,11,28,3,37,7,127,11,0.0,0.0,0.0,69.0,31.0,-13.9,-0.2,3.0,1.0,4.0,1.0,4.0,1.0,25.0,2.0,cameron-johnson,NBA 2K24,81.0,Brooklyn Nets,"6'8"" (203cm)","6'10"" (208cm)"
BRK,2023,Cameron Johnson,26.0,PF,25,25,30.8,5.6,12.0,0.468,2.3,6.2,0.372,3.3,5.8,0.572,0.565,3.0,3.5,0.851,0.8,4.0,4.8,2.1,1.4,0.3,1.1,2.2,16.6,,PF,4.0,4.0,38.0,7.0,13.8,0.509,3.0,7.0,0.429,4.0,6.8,0.593,0.618,1.5,1.8,0.857,0.8,5.0,5.8,2.8,0.8,0.3,1.3,2.5,18.5,,0,0,82,18,4.2,3.7,12,11,28,3,37,7,127,11,0.0,0.0,0.0,69.0,31.0,-13.9,-0.2,3.0,1.0,4.0,1.0,4.0,1.0,25.0,2.0,cameron-johnson,NBA 2K24,81.0,Brooklyn Nets,"6'8"" (203cm)","6'10"" (208cm)"
BRK,2023,Nic Claxton,23.0,C,76,76,29.9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,DPOY-9,C,4.0,4.0,29.3,4.5,6.3,0.72,0.0,0.0,,4.5,6.3,0.72,0.72,1.5,2.5,0.6,1.3,6.8,8.0,1.5,0.3,1.8,0.8,2.0,10.5,,0,0,0,100,5.2,9.1,21,21,105,31,119,14,350,35,0.0,0.0,0.0,1.0,99.0,-9.5,11.3,1.0,1.0,2.0,1.0,5.0,1.0,14.0,3.0,nic-claxton,,,,,
BRK,2023,Dorian Finney-Smith,29.0,PF,26,26,27.7,2.6,7.3,0.351,1.4,4.7,0.306,1.2,2.7,0.429,0.448,0.6,0.7,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1.0,2.5,7.2,,PF,4.0,4.0,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.5,1.5,0.333,0.543,0.0,0.0,,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3,,0,52,37,12,-0.3,-1.9,15,4,43,2,10,1,98,3,0.0,0.0,60.0,33.0,7.0,-5.7,17.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,dorian-finney-smith,NBA 2K24,77.0,Brooklyn Nets,"6'7"" (201cm)","7'0"" (213cm)"
BRK,2023,Dorian Finney-Smith,29.0,PF,26,26,27.7,2.6,7.3,0.351,1.4,4.7,0.306,1.2,2.7,0.429,0.448,0.6,0.7,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1.0,2.5,7.2,,PF,4.0,4.0,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.5,1.5,0.333,0.543,0.0,0.0,,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3,,0,52,37,12,-0.3,-1.9,15,4,43,2,10,1,98,3,0.0,0.0,60.0,33.0,7.0,-5.7,17.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,dorian-finney-smith,NBA 2K24,77.0,Brooklyn Nets,"6'7"" (201cm)","7'0"" (213cm)"
BRK,2023,Ben Simmons,26.0,PG,42,33,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,0,0,2.6,1.8,48,16,55,24,22,8,630,8,,,,,,,,,,,,,,,,ben-simmons,NBA 2K24,76.0,Brooklyn Nets,"6'10"" (208cm)","7'0"" (213cm)"
BRK,2023,Ben Simmons,26.0,PG,42,33,26.3,3.2,5.6,0.566,0.0,0.0,0.0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,0,0,2.6,1.8,48,16,55,24,22,8,630,8,,,,,,,,,,,,,,,,ben-simmons,NBA 2K24,76.0,Brooklyn Nets,"6'10"" (208cm)","7'0"" (213cm)"
BRK,2023,Joe Harris,31.0,SF,74,33,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.618,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,,SF,4.0,0.0,11.0,0.5,3.3,0.154,0.3,3.0,0.083,0.3,0.3,1.0,0.192,0.5,0.5,1.0,0.0,1.3,1.3,0.0,0.5,0.0,0.8,1.3,1.8,,0,48,42,6,-1.9,-5.1,26,3,76,7,11,4,242,3,0.0,0.0,34.0,59.0,7.0,6.3,25.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,joe-harris,NBA 2K24,76.0,Free Agent,"6'6"" (198cm)","6'6"" (198cm)"
BRK,2023,Joe Harris,31.0,SF,74,33,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.618,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,,SF,4.0,0.0,11.0,0.5,3.3,0.154,0.3,3.0,0.083,0.3,0.3,1.0,0.192,0.5,0.5,1.0,0.0,1.3,1.3,0.0,0.5,0.0,0.8,1.3,1.8,,0,48,42,6,-1.9,-5.1,26,3,76,7,11,4,242,3,0.0,0.0,34.0,59.0,7.0,6.3,25.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,joe-harris,NBA 2K24,76.0,Free Agent,"6'6"" (198cm)","6'6"" (198cm)"
BRK,2023,Seth Curry,32.0,SG,61,7,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,,SG,3.0,0.0,19.3,3.3,6.3,0.526,1.0,3.0,0.333,2.3,3.3,0.7,0.605,0.7,1.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,8.3,,35,17,0,0,-3.9,-7.4,24,9,33,7,17,12,244,8,19.0,81.0,0.0,0.0,0.0,-18.7,-7.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,seth-curry,NBA 2K24,76.0,"Charlotte Hornets, Dallas Mavericks","6'1"" (185cm)","6'4"" (193cm)"
BRK,2023,Seth Curry,32.0,SG,61,7,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,,SG,3.0,0.0,19.3,3.3,6.3,0.526,1.0,3.0,0.333,2.3,3.3,0.7,0.605,0.7,1.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,8.3,,35,17,0,0,-3.9,-7.4,24,9,33,7,17,12,244,8,19.0,81.0,0.0,0.0,0.0,-18.7,-7.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,seth-curry,NBA 2K24,76.0,"Charlotte Hornets, Dallas Mavericks","6'1"" (185cm)","6'4"" (193cm)"
BRK,2023,T.J. Warren,29.0,PF,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1.0,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,62,18,0.1,-1.3,3,5,23,4,15,2,69,4,,,,,,,,,,,,,,,,tj-warren,NBA 2K24,76.0,"Minnesota Timberwolves, Phoenix Suns","6'8"" (203cm)","6'10"" (208cm)"
BRK,2023,T.J. Warren,29.0,PF,26,0,18.8,3.9,7.7,0.51,0.6,1.8,0.333,3.3,5.8,0.566,0.55,1.0,1.3,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,1.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,62,18,0.1,-1.3,3,5,23,4,15,2,69,4,,,,,,,,,,,,,,,,tj-warren,NBA 2K24,76.0,"Minnesota Timberwolves, Phoenix Suns","6'8"" (203cm)","6'10"" (208cm)"
BRK,2023,Cam Thomas,21.0,SG,57,4,16.6,3.5,8.0,0.441,0.9,2.3,0.383,2.6,5.7,0.464,0.497,2.6,3.1,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,,SG,2.0,0.0,8.0,1.5,3.5,0.429,0.0,1.0,0.0,1.5,2.5,0.6,0.429,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,3.0,,9,32,3,0,-1.3,-3.3,22,18,32,4,76,10,187,18,36.0,64.0,0.0,0.0,0.0,-48.1,-37.1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,cam-thomas,,,,,
BRK,2023,Yuta Watanabe,28.0,SF,58,1,16.0,2.0,4.0,0.491,1.0,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,,SF,1.0,0.0,5.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,0,31,58,8,-1.2,-3.2,10,5,57,3,24,8,117,3,0.0,0.0,0.0,100.0,0.0,-44.4,-31.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,yuta-watanabe,NBA 2K24,74.0,"Memphis Grizzlies, Phoenix Suns","6'9"" (206cm)","6'10"" (208cm)"
BRK,2023,Yuta Watanabe,28.0,SF,58,1,16.0,2.0,4.0,0.491,1.0,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,,SF,1.0,0.0,5.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.75,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,0,31,58,8,-1.2,-3.2,10,5,57,3,24,8,117,3,0.0,0.0,0.0,100.0,0.0,-44.4,-31.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,yuta-watanabe,NBA 2K24,74.0,"Memphis Grizzlies, Phoenix Suns","6'9"" (206cm)","6'10"" (208cm)"
BRK,2023,Nerlens Noel,28.0,C,3,1,14.3,0.3,2.0,0.167,0.0,0.0,,0.3,2.0,0.167,0.167,0.3,0.7,0.5,1.0,2.0,3.0,1.0,1.0,0.3,1.7,2.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-8.7,-10.0,2,2,6,1,1,2,7,0,,,,,,,,,,,,,,,,nerlens-noel,,,,,
BRK,2023,Patty Mills,34.0,PG,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.529,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,,PG,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,100,0,0,0,-7.2,-9.9,17,8,14,2,9,8,130,1,100.0,0.0,0.0,0.0,0.0,-11.1,2.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,patty-mills,NBA 2K24,73.0,"Atlanta Hawks, Miami Heat","6'2"" (188cm)","6'2"" (188cm)"
BRK,2023,Patty Mills,34.0,PG,40,2,14.2,2.2,5.2,0.411,1.2,3.4,0.366,0.9,1.9,0.493,0.529,0.6,0.8,0.833,0.2,0.9,1.1,1.4,0.4,0.1,0.8,0.8,6.2,,PG,1.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,100,0,0,0,-7.2,-9.9,17,8,14,2,9,8,130,1,100.0,0.0,0.0,0.0,0.0,-11.1,2.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,patty-mills,NBA 2K24,73.0,"Atlanta Hawks, Miami Heat","6'2"" (188cm)","6'2"" (188cm)"
BRK,2023,Edmond Sumner,27.0,SG,53,12,13.9,2.3,5.1,0.461,0.6,1.6,0.356,1.8,3.4,0.511,0.519,1.9,2.0,0.917,0.2,1.2,1.5,1.3,0.6,0.2,0.9,1.6,7.1,,SG,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,42,10,1,0,2.9,2.0,25,13,38,3,56,10,155,14,100.0,0.0,0.0,0.0,0.0,-44.4,-31.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,edmond-sumner,,,,,
BRK,2023,Day'Ron Sharpe,21.0,C,48,3,11.5,1.9,3.6,0.544,0.1,0.2,0.545,1.8,3.3,0.544,0.561,0.7,1.1,0.636,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,,C,2.0,0.0,10.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,1.0,1.0,1.0,1.0,2.0,3.0,2.5,0.0,0.5,1.0,1.5,3.0,,0,0,0,100,-10.3,-13.5,13,11,47,16,25,0,85,6,0.0,0.0,0.0,0.0,100.0,-20.9,-7.9,0.0,1.0,2.0,1.0,1.0,0.0,12.0,0.0,dayron-sharpe,,,,,
BRK,2023,Markieff Morris,33.0,PF,27,1,10.6,1.2,3.0,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1.0,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,59,32,6.2,5.4,8,1,15,3,3,1,55,0,,,,,,,,,,,,,,,,markieff-morris,NBA 2K24,71.0,Dallas Mavericks,"6'9"" (206cm)","6'11"" (211cm)"
BRK,2023,Markieff Morris,33.0,PF,27,1,10.6,1.2,3.0,0.402,0.7,1.8,0.408,0.5,1.2,0.394,0.524,0.4,0.4,1.0,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,59,32,6.2,5.4,8,1,15,3,3,1,55,0,,,,,,,,,,,,,,,,markieff-morris,NBA 2K24,71.0,Dallas Mavericks,"6'9"" (206cm)","6'11"" (211cm)"
BRK,2023,David Duke Jr.,23.0,SG,23,0,9.9,1.6,3.4,0.462,0.0,0.5,0.083,1.5,2.9,0.53,0.468,0.5,0.7,0.706,0.5,0.8,1.3,0.9,0.4,0.0,0.8,1.3,3.7,,SG,1.0,0.0,5.0,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,0,64,13,0,-7.0,-8.8,10,2,11,4,10,3,55,3,0.0,0.0,100.0,0.0,0.0,-44.4,-31.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,david-duke-jr,,,,,
BRK,2023,Dru Smith,25.0,SG,10,0,9.1,1.3,3.1,0.419,0.4,1.3,0.308,0.9,1.8,0.5,0.484,0.3,0.3,1.0,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2,0,0,-7.6,-9.0,1,1,7,0,2,0,40,1,,,,,,,,,,,,,,,,dru-smith,NBA 2K24,67.0,Free Agent,"6'2"" (188cm)","6'6"" (198cm)"
