team,year,name,age,position,games,games_started,minutes_played_per_game,field_goals_per_game,field_goal_attempts_per_game,field_goal_percentage,three_point_field_goals_per_game,three_point_field_goal_attempts_per_game,three_point_field_goal_percentage,two_point_field_goals_per_game,two_point_field_goal_attempts_per_game,two_point_field_goal_percentage,effective_field_goal_percentage,free_throws_per_game,free_throw_attempts_per_game,free_throw_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,personal_fouls_per_game,points_per_game,awards,position_post,games_post,games_started_post,minutes_played_per_game_post,field_goals_per_game_post,field_goal_attempts_per_game_post,field_goal_percentage_post,three_point_field_goals_per_game_post,three_point_field_goal_attempts_per_game_post,three_point_field_goal_percentage_post,two_point_field_goals_per_game_post,two_point_field_goal_attempts_per_game_post,two_point_field_goal_percentage_post,effective_field_goal_percentage_post,free_throws_per_game_post,free_throw_attempts_per_game_post,free_throw_percentage_post,offensive_rebounds_per_game_post,defensive_rebounds_per_game_post,total_rebounds_per_game_post,assists_per_game_post,steals_per_game_post,blocks_per_game_post,turnovers_per_game_post,personal_fouls_per_game_post,points_per_game_post,awards_post,pg%,sg%,pf%,c%,on_court_+/-,on-off_+/-,bad_pass_TO,lost_ball_TO,shooting_fouls,offensive_fouls,shooting_fouls_drawn,offensive_fouls_drawn,points generated by assists,and1s,pg%_post,sg%_post,sf%_post,pf%_post,c%_post,on_court_+/-_post,on-off_+/-_post,bad_pass_to_post,lost_ball_to_post,shooting_fouls_post,offensive_fouls_post,shooting_fouls_drawn_post,offensive_fouls_drawn_post,points_generated_by_assists_post,and1s_post,name_slug,twok_year,Rating,Team,Height,Wingspan
BRK,2023,Dru Smith,25.0,SG,10,0,9.1,1.3,3.1,0.419,0.4,1.3,0.308,0.9,1.8,0.5,0.484,0.3,0.3,1.0,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2,0,0,-7.6,-9.0,1,1,7,0,2,0,40,1,,,,,,,,,,,,,,,,dru-smith,NBA 2K24,67.0,Free Agent,"6'2"" (188cm)","6'6"" (198cm)"
BRK,2023,Kessler Edwards,22.0,SF,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,62,1,-1.9,-3.2,4,0,2,0,1,0,4,0,,,,,,,,,,,,,,,,kessler-edwards,NBA 2K24,70.0,Sacramento Kings,"6'7"" (201cm)","6'11"" (211cm)"
BRK,2023,Kessler Edwards,22.0,SF,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1.0,0.1,0.2,0.1,0.3,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,37,62,1,-1.9,-3.2,4,0,2,0,1,0,4,0,,,,,,,,,,,,,,,,kessler-edwards,NBA 2K24,70.0,Sacramento Kings,"6'7"" (201cm)","6'11"" (211cm)"
BRK,2023,Alondes Williams,23.0,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-45.5,-46.8,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,alondes-williams,NBA 2K24,67.0,Miami Heat,"6'4"" (193cm)","6'8"" (203cm)"
BRK,2023,Alondes Williams,23.0,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-45.5,-46.8,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,alondes-williams,NBA 2K24,67.0,Miami Heat,"6'4"" (193cm)","6'8"" (203cm)"
BRK,2023,Moses Brown,23.0,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-43.3,-44.6,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,moses-brown,NBA 2K24,72.0,Portland Trail Blazers,"7'2"" (218cm)","7'5"" (226cm)"
BRK,2023,Moses Brown,23.0,C,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,-43.3,-44.6,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,moses-brown,NBA 2K24,72.0,Portland Trail Blazers,"7'2"" (218cm)","7'5"" (226cm)"
BRK,2023,Team Totals,,,82,82,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,0.562,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4,,,4.0,4.0,240.0,34.0,77.3,0.44,11.3,34.5,0.326,22.8,42.8,0.532,0.513,13.3,18.3,0.726,5.8,29.3,35.0,22.3,5.3,3.8,12.3,15.5,92.5,,20,20,20,20,1.3,0.9,522,243,893,151,800,145,5045,228,20.0,20.0,20.0,20.0,20.0,-13.8,0.5,26.0,13.0,25.0,4.0,35.0,8.0,215.0,9.0,team-totals,,,,,
ATL,2022,Trae Young,23.0,PG,76,76,34.9,9.4,20.3,0.46,3.1,8.0,0.382,6.3,12.3,0.512,0.536,6.6,7.3,0.904,0.7,3.1,3.7,9.7,0.9,0.1,4.0,1.7,28.4,"AS,NBA3",PG,5.0,5.0,37.2,4.4,13.8,0.319,1.4,7.6,0.184,3.0,6.2,0.484,0.37,5.2,6.6,0.788,1.0,4.0,5.0,6.0,0.6,0.0,6.2,2.6,15.4,,100,0,0,0,2.9,3.4,221,54,47,9,151,28,1709,32,100.0,0.0,0.0,0.0,0.0,-16.9,-16.1,16.0,9.0,2.0,3.0,8.0,1.0,71.0,3.0,trae-young,,,,,
ATL,2022,John Collins,24.0,PF,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,,PF,5.0,4.0,24.4,3.8,7.8,0.487,0.8,2.2,0.364,3.0,5.6,0.536,0.538,1.0,2.0,0.5,0.4,4.2,4.6,1.2,0.4,0.2,1.0,2.4,9.4,,0,0,94,6,1.0,-1.4,26,12,86,13,68,18,224,17,0.0,0.0,0.0,80.0,20.0,-27.8,-29.5,3.0,0.0,6.0,1.0,6.0,1.0,17.0,4.0,john-collins,NBA 2K23,83.0,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
ATL,2022,John Collins,24.0,PF,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,,PF,5.0,4.0,24.4,3.8,7.8,0.487,0.8,2.2,0.364,3.0,5.6,0.536,0.538,1.0,2.0,0.5,0.4,4.2,4.6,1.2,0.4,0.2,1.0,2.4,9.4,,0,0,94,6,1.0,-1.4,26,12,86,13,68,18,224,17,0.0,0.0,0.0,80.0,20.0,-27.8,-29.5,3.0,0.0,6.0,1.0,6.0,1.0,17.0,4.0,john-collins,NBA 2K23,83.0,Atlanta Hawks,"6'9"" (206cm)","6'11"" (211cm)"
ATL,2022,De'Andre Hunter,24.0,SF,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,,SF,5.0,5.0,35.0,7.8,14.0,0.557,2.4,5.2,0.462,5.4,8.8,0.614,0.643,3.2,4.0,0.8,0.4,3.4,3.8,0.6,0.8,0.2,2.2,4.0,21.2,,0,65,35,0,0.9,-1.6,17,28,54,13,69,16,173,15,0.0,0.0,60.0,40.0,0.0,-21.9,-30.5,3.0,5.0,10.0,2.0,8.0,7.0,8.0,2.0,deandre-hunter,NBA 2K23,77.0,Atlanta Hawks,"6'8"" (203cm)","7'2"" (218cm)"
ATL,2022,De'Andre Hunter,24.0,SF,53,52,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.2,0.474,0.506,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4,,SF,5.0,5.0,35.0,7.8,14.0,0.557,2.4,5.2,0.462,5.4,8.8,0.614,0.643,3.2,4.0,0.8,0.4,3.4,3.8,0.6,0.8,0.2,2.2,4.0,21.2,,0,65,35,0,0.9,-1.6,17,28,54,13,69,16,173,15,0.0,0.0,60.0,40.0,0.0,-21.9,-30.5,3.0,5.0,10.0,2.0,8.0,7.0,8.0,2.0,deandre-hunter,NBA 2K23,77.0,Atlanta Hawks,"6'8"" (203cm)","7'2"" (218cm)"
ATL,2022,Kevin Huerter,23.0,SF,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,,SF,5.0,5.0,30.8,3.4,9.4,0.362,1.8,6.2,0.29,1.6,3.2,0.5,0.457,0.6,0.8,0.75,0.2,2.8,3.0,3.8,1.2,0.6,2.2,3.0,9.2,,0,42,1,0,4.0,4.8,50,23,82,5,20,6,484,5,0.0,53.0,42.0,6.0,0.0,-21.0,-20.3,8.0,3.0,7.0,0.0,1.0,0.0,44.0,0.0,kevin-huerter,NBA 2K23,76.0,Sacramento Kings,"6'7"" (201cm)","6'8"" (203cm)"
ATL,2022,Kevin Huerter,23.0,SF,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,,SF,5.0,5.0,30.8,3.4,9.4,0.362,1.8,6.2,0.29,1.6,3.2,0.5,0.457,0.6,0.8,0.75,0.2,2.8,3.0,3.8,1.2,0.6,2.2,3.0,9.2,,0,42,1,0,4.0,4.8,50,23,82,5,20,6,484,5,0.0,53.0,42.0,6.0,0.0,-21.0,-20.3,8.0,3.0,7.0,0.0,1.0,0.0,44.0,0.0,kevin-huerter,NBA 2K23,76.0,Sacramento Kings,"6'7"" (201cm)","6'8"" (203cm)"
ATL,2022,Bogdan Bogdanović,29.0,SG,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,6MOY-6,SG,4.0,0.0,26.8,5.0,12.3,0.408,2.3,6.5,0.346,2.8,5.8,0.478,0.5,2.0,2.5,0.8,1.0,3.8,4.8,3.0,0.3,0.3,1.0,3.0,14.3,,1,26,0,0,5.2,6.3,42,17,43,3,43,5,452,7,0.0,54.0,47.0,0.0,0.0,-6.3,12.7,2.0,1.0,7.0,0.0,2.0,0.0,29.0,0.0,bogdan-bogdanovic,NBA 2K23,80.0,Atlanta Hawks,"6'5"" (196cm)","6'11"" (211cm)"
ATL,2022,Bogdan Bogdanović,29.0,SG,63,27,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,6MOY-6,SG,4.0,0.0,26.8,5.0,12.3,0.408,2.3,6.5,0.346,2.8,5.8,0.478,0.5,2.0,2.5,0.8,1.0,3.8,4.8,3.0,0.3,0.3,1.0,3.0,14.3,,1,26,0,0,5.2,6.3,42,17,43,3,43,5,452,7,0.0,54.0,47.0,0.0,0.0,-6.3,12.7,2.0,1.0,7.0,0.0,2.0,0.0,29.0,0.0,bogdan-bogdanovic,NBA 2K23,80.0,Atlanta Hawks,"6'5"" (196cm)","6'11"" (211cm)"
ATL,2022,Chaundee Brown Jr.,23.0,SG,3,2,27.7,3.0,8.3,0.36,2.0,5.0,0.4,1.0,3.3,0.3,0.48,1.7,2.0,0.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59,0,0,-9.1,-11.2,0,0,4,0,2,0,9,0,,,,,,,,,,,,,,,,chaundee-brown-jr,,,,,
ATL,2022,Clint Capela,27.0,C,74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,,C,2.0,2.0,20.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,2.0,5.5,7.5,0.0,0.5,0.5,0.5,1.0,2.0,,0,0,0,100,3.7,3.9,15,14,88,7,86,15,222,19,0.0,0.0,0.0,0.0,100.0,-34.4,-25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,clint-capela,NBA 2K23,84.0,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
ATL,2022,Clint Capela,27.0,C,74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,,C,2.0,2.0,20.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,2.0,5.5,7.5,0.0,0.5,0.5,0.5,1.0,2.0,,0,0,0,100,3.7,3.9,15,14,88,7,86,15,222,19,0.0,0.0,0.0,0.0,100.0,-34.4,-25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,clint-capela,NBA 2K23,84.0,Atlanta Hawks,"6'10"" (208cm)","7'5"" (226cm)"
ATL,2022,Wes Iwundu,27.0,SF,3,1,27.3,2.7,6.0,0.444,1.0,1.7,0.6,1.7,4.3,0.385,0.528,1.0,1.3,0.75,1.0,3.3,4.3,0.0,0.3,0.0,0.3,2.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,34,0,0.7,-1.1,0,1,3,0,2,1,0,0,,,,,,,,,,,,,,,,wes-iwundu,,,,,
ATL,2022,Danilo Gallinari,33.0,PF,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,,PF,5.0,3.0,22.4,3.6,9.0,0.4,0.8,3.0,0.267,2.8,6.0,0.467,0.444,2.2,2.2,1.0,0.4,3.8,4.2,0.8,0.2,0.0,1.0,1.2,10.2,,0,0,76,24,2.9,1.9,10,15,36,8,63,5,241,6,0.0,0.0,0.0,49.0,51.0,-17.1,-7.1,3.0,2.0,4.0,0.0,5.0,0.0,10.0,1.0,danilo-gallinari,NBA 2K23,78.0,Atlanta Hawks,"6'10"" (208cm)","7'1"" (216cm)"
ATL,2022,Danilo Gallinari,33.0,PF,66,18,25.3,3.9,9.0,0.434,1.7,4.5,0.381,2.2,4.6,0.485,0.528,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4,11.7,,PF,5.0,3.0,22.4,3.6,9.0,0.4,0.8,3.0,0.267,2.8,6.0,0.467,0.444,2.2,2.2,1.0,0.4,3.8,4.2,0.8,0.2,0.0,1.0,1.2,10.2,,0,0,76,24,2.9,1.9,10,15,36,8,63,5,241,6,0.0,0.0,0.0,49.0,51.0,-17.1,-7.1,3.0,2.0,4.0,0.0,5.0,0.0,10.0,1.0,danilo-gallinari,NBA 2K23,78.0,Atlanta Hawks,"6'10"" (208cm)","7'1"" (216cm)"
ATL,2022,Cam Reddish,22.0,SF,34,7,23.4,4.1,10.1,0.402,1.7,4.5,0.379,2.4,5.6,0.421,0.487,2.1,2.4,0.9,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,27,0,-9.5,-14.2,17,16,20,3,38,5,93,7,,,,,,,,,,,,,,,,cam-reddish,,,,,
ATL,2022,Cameron Oliver,25.0,SF,2,0,21.5,5.0,7.5,0.667,0.5,1.5,0.333,4.5,6.0,0.75,0.7,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38,62,3.5,1.7,0,0,3,0,2,0,7,1,,,,,,,,,,,,,,,,cameron-oliver,,,,,
ATL,2022,Onyeka Okongwu,21.0,C,48,6,20.7,3.3,4.7,0.69,0.0,0.0,,3.3,4.7,0.69,0.69,1.7,2.3,0.727,2.4,3.5,5.9,1.1,0.6,1.3,0.9,3.1,8.2,,C,5.0,1.0,21.6,1.8,3.2,0.563,0.0,0.0,,1.8,3.2,0.563,0.563,1.6,2.0,0.8,2.2,3.2,5.4,0.4,0.8,0.8,0.8,3.8,5.2,,0,0,2,98,5.2,4.4,14,12,91,13,55,3,133,16,0.0,0.0,0.0,0.0,100.0,-1.0,22.1,0.0,0.0,5.0,4.0,6.0,1.0,5.0,2.0,onyeka-okongwu,,,,,
ATL,2022,Delon Wright,29.0,SG,77,8,18.9,1.6,3.5,0.454,0.6,1.5,0.379,1.0,2.0,0.51,0.535,0.7,0.8,0.857,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4,,SG,5.0,0.0,27.4,3.0,5.8,0.517,1.0,2.6,0.385,2.0,3.2,0.625,0.603,1.2,1.8,0.667,2.2,2.6,4.8,2.8,0.8,0.2,1.0,0.4,8.2,,34,1,0,0,3.1,1.9,26,14,25,0,23,15,476,2,32.0,68.0,0.0,0.0,0.0,6.8,46.8,2.0,3.0,2.0,0.0,4.0,1.0,35.0,1.0,delon-wright,NBA 2K23,75.0,Washington Wizards,"6'5"" (196cm)","6'8"" (203cm)"
ATL,2022,Delon Wright,29.0,SG,77,8,18.9,1.6,3.5,0.454,0.6,1.5,0.379,1.0,2.0,0.51,0.535,0.7,0.8,0.857,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4,,SG,5.0,0.0,27.4,3.0,5.8,0.517,1.0,2.6,0.385,2.0,3.2,0.625,0.603,1.2,1.8,0.667,2.2,2.6,4.8,2.8,0.8,0.2,1.0,0.4,8.2,,34,1,0,0,3.1,1.9,26,14,25,0,23,15,476,2,32.0,68.0,0.0,0.0,0.0,6.8,46.8,2.0,3.0,2.0,0.0,4.0,1.0,35.0,1.0,delon-wright,NBA 2K23,75.0,Washington Wizards,"6'5"" (196cm)","6'8"" (203cm)"
ATL,2022,Malcolm Hill,26.0,SG,3,0,15.3,1.7,2.7,0.625,1.0,1.7,0.6,0.7,1.0,0.667,0.813,1.3,1.3,1.0,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,11,0,7.9,6.1,0,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,malcolm-hill,NBA 2K23,69.0,Chicago Bulls,"6'6"" (198cm)","6'9"" (206cm)"
ATL,2022,Malcolm Hill,26.0,SG,3,0,15.3,1.7,2.7,0.625,1.0,1.7,0.6,0.7,1.0,0.667,0.813,1.3,1.3,1.0,0.7,1.3,2.0,0.3,1.3,0.3,0.0,2.3,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,11,0,7.9,6.1,0,0,5,0,2,0,2,0,,,,,,,,,,,,,,,,malcolm-hill,NBA 2K23,69.0,Chicago Bulls,"6'6"" (198cm)","6'9"" (206cm)"
ATL,2022,Lou Williams,35.0,PG,56,0,14.3,2.2,5.7,0.391,0.7,1.8,0.363,1.6,3.9,0.404,0.448,1.2,1.4,0.859,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,0,0.6,-1.6,30,12,16,0,30,2,251,4,,,,,,,,,,,,,,,,lou-williams,,,,,
ATL,2022,Timothé Luwawu-Cabarrot,26.0,SF,52,18,13.2,1.4,3.6,0.398,0.8,2.3,0.361,0.6,1.2,0.469,0.516,0.7,0.8,0.854,0.3,1.3,1.6,0.8,0.3,0.1,0.4,1.5,4.4,,SF,4.0,0.0,5.5,0.5,1.0,0.5,0.3,0.8,0.333,0.3,0.3,1.0,0.625,0.0,0.0,,0.0,0.8,0.8,0.5,0.0,0.0,0.3,1.5,1.3,,0,83,15,0,-2.6,-5.4,13,3,37,2,20,8,99,4,0.0,0.0,100.0,0.0,0.0,-3.1,11.5,0.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,timothe-luwawu-cabarrot,,,,,
ATL,2022,Lance Stephenson,31.0,SG,6,0,11.7,0.8,2.2,0.385,0.0,0.5,0.0,0.8,1.7,0.5,0.385,0.2,0.3,0.5,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,18,0,6.5,4.7,2,1,4,1,1,0,27,0,,,,,,,,,,,,,,,,lance-stephenson,,,,,
ATL,2022,Solomon Hill,30.0,SF,13,1,10.7,0.2,1.5,0.15,0.2,1.0,0.154,0.1,0.5,0.143,0.2,0.0,0.0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,5,0,16.0,14.6,0,0,6,1,0,0,32,0,,,,,,,,,,,,,,,,solomon-hill,,,,,
ATL,2022,Gorgui Dieng,32.0,C,44,3,8.4,1.2,2.5,0.473,0.7,1.5,0.426,0.5,1.0,0.545,0.603,0.4,0.6,0.731,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5,,C,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,,0,0,0,100,-8.4,-11.3,6,1,24,5,13,4,82,4,0.0,0.0,0.0,0.0,100.0,2.7,16.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,gorgui-dieng,,,,,
ATL,2022,Skylar Mays,24.0,SG,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,,SG,2.0,0.0,4.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,28,13,0,0,-11.7,-14.3,6,2,5,1,4,2,47,3,100.0,0.0,0.0,0.0,0.0,17.7,32.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,skylar-mays,NBA 2K23,72.0,Portland Trail Blazers,"6'3"" (191cm)","6'6"" (198cm)"
ATL,2022,Skylar Mays,24.0,SG,28,5,7.9,1.1,2.3,0.5,0.3,0.9,0.32,0.9,1.4,0.615,0.563,0.3,0.3,0.889,0.2,0.7,0.9,0.6,0.3,0.0,0.4,0.3,2.9,,SG,2.0,0.0,4.5,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,28,13,0,0,-11.7,-14.3,6,2,5,1,4,2,47,3,100.0,0.0,0.0,0.0,0.0,17.7,32.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,skylar-mays,NBA 2K23,72.0,Portland Trail Blazers,"6'3"" (191cm)","6'6"" (198cm)"
ATL,2022,Kevin Knox,22.0,SF,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,,SF,2.0,0.0,4.5,3.5,5.5,0.636,3.0,5.0,0.6,0.5,0.5,1.0,0.909,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.0,11.0,,0,33,42,0,-8.2,-10.4,1,1,9,0,5,1,18,0,0.0,100.0,0.0,0.0,0.0,17.7,32.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,kevin-knox,NBA 2K23,71.0,"Detroit Pistons, Portland Trail Blazers","6'7"" (201cm)","7'0"" (213cm)"
ATL,2022,Kevin Knox,22.0,SF,17,0,6.5,0.9,2.6,0.356,0.3,1.5,0.192,0.6,1.1,0.579,0.411,0.5,0.7,0.75,0.4,0.9,1.3,0.4,0.1,0.1,0.1,0.8,2.7,,SF,2.0,0.0,4.5,3.5,5.5,0.636,3.0,5.0,0.6,0.5,0.5,1.0,0.909,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.0,11.0,,0,33,42,0,-8.2,-10.4,1,1,9,0,5,1,18,0,0.0,100.0,0.0,0.0,0.0,17.7,32.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,kevin-knox,NBA 2K23,71.0,"Detroit Pistons, Portland Trail Blazers","6'7"" (201cm)","7'0"" (213cm)"
ATL,2022,Jalen Johnson,20.0,PF,22,0,5.5,1.0,1.9,0.537,0.1,0.6,0.231,0.9,1.3,0.679,0.573,0.2,0.3,0.714,0.1,1.1,1.2,0.1,0.1,0.1,0.4,0.4,2.4,,PF,2.0,0.0,4.5,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0,0,87,13,-6.4,-8.5,7,0,6,1,2,0,9,1,0.0,0.0,0.0,100.0,0.0,17.7,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jalen-johnson,,,,,
ATL,2022,Cat Barber,27.0,PG,3,0,4.3,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,35.7,34.0,0,1,1,0,1,0,8,0,,,,,,,,,,,,,,,,cat-barber,,,,,
ATL,2022,Sharife Cooper,20.0,PG,13,0,3.0,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,-42.5,-44.8,2,2,0,0,0,0,12,0,,,,,,,,,,,,,,,,sharife-cooper,NBA 2K23,71.0,Cleveland Cavaliers,"6'1"" (185cm)","6'5"" (196cm)"
ATL,2022,Sharife Cooper,20.0,PG,13,0,3.0,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,-42.5,-44.8,2,2,0,0,0,0,12,0,,,,,,,,,,,,,,,,sharife-cooper,NBA 2K23,71.0,Cleveland Cavaliers,"6'1"" (185cm)","6'5"" (196cm)"
