Team,Year,Name,Age_x,Position_x,Games_x,Games Started_x,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Awards_x,Age_y,Position_y,Games_y,Games Started_y,Minutes Played,PG%,SG%,SF%,PF%,C%,OnCourt +/-,On-Off +/-,Bad Pass TO,Lost Ball TO,Shooting Fouls,Offensive Fouls,Shooting Fouls Drawn,Points Generated by Assists,And1s,Shots Blocked,Awards_y
DET,2005,Tayshaun Prince,24,SF,82,82,37.1,5.7,11.7,.487,0.6,1.7,.341,5.1,10.1,.512,.511,2.7,3.3,.807,1.6,3.7,5.3,3.0,0.7,0.9,1.6,2.0,14.7,DPOY-7,24,SF,82,82,3039,0,0,97,3,0,7.5,12.2,69,41,93,13,127,543,29,54,DPOY-7
DET,2005,Ben Wallace,30,C,74,74,36.1,4.0,8.8,.453,0.0,0.1,.111,4.0,8.7,.458,.454,1.8,4.1,.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7,"DPOY-1,AS,NBA3",30,C,74,74,2671,0,0,0,6,94,7.2,7.9,29,32,81,12,128,277,29,49,"DPOY-1,AS,NBA3"
DET,2005,Chauncey Billups,28,PG,80,80,35.8,5.1,11.4,.442,2.1,4.8,.426,3.0,6.6,.454,.533,4.3,4.8,.898,0.6,2.8,3.4,5.8,1.0,0.1,2.3,2.4,16.5,,28,PG,80,80,2866,92,8,0,0,0,6.6,7.0,117,37,68,23,126,1010,18,36,
DET,2005,Rasheed Wallace,30,PF,79,79,34.0,5.9,13.4,.440,0.9,3.0,.318,5.0,10.5,.475,.475,1.7,2.5,.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,3.0,14.5,DPOY-16,30,PF,79,79,2687,0,0,0,68,32,7.5,8.8,75,32,144,14,87,307,18,34,DPOY-16
DET,2005,Antonio McDyess,30,PF,77,8,23.3,4.0,7.8,.513,0.0,0.0,.000,4.0,7.8,.514,.513,1.6,2.5,.656,2.3,4.0,6.3,0.9,0.6,0.7,1.2,2.6,9.6,6MOY-7,30,PF,77,8,1797,0,0,0,98,2,0.2,-8.0,28,23,93,19,79,159,10,35,6MOY-7
DET,2005,Carlos Arroyo,25,PG,40,0,17.7,1.9,4.9,.376,0.0,0.3,.083,1.8,4.6,.395,.378,1.7,2.2,.767,0.4,1.1,1.5,3.2,0.6,0.0,1.3,1.9,5.4,,25,PG,40,0,706,94,6,0,0,0,-3.9,-10.3,25,13,24,9,27,275,3,15,
DET,2005,Carlos Delfino,22,SG,30,4,15.3,1.4,3.9,.359,0.3,1.2,.257,1.1,2.7,.402,.397,0.8,1.3,.575,0.4,1.4,1.8,1.3,0.7,0.2,0.8,1.5,3.9,,22,SG,30,4,459,0,57,43,0,0,-2.2,-7.7,12,4,17,2,13,84,2,12,
DET,2005,Lindsey Hunter,34,SG,76,3,15.1,1.4,4.0,.358,0.3,1.1,.274,1.1,2.9,.390,.396,0.6,0.8,.793,0.5,1.1,1.6,1.7,0.9,0.2,0.9,1.6,3.8,,34,SG,76,3,1144,39,60,1,0,0,1.1,-4.8,41,15,39,7,18,277,3,19,
DET,2005,Elden Campbell,36,C,30,1,11.3,1.3,3.9,.336,0.0,0.1,.000,1.3,3.8,.342,.336,1.3,1.7,.784,0.8,1.9,2.7,0.5,0.3,0.2,0.9,1.6,3.9,,36,C,30,1,340,0,0,0,14,87,-0.3,-5.4,9,6,23,8,21,33,1,11,
DET,2005,Ronald Dupree,24,SF,47,0,10.0,1.3,2.7,.480,0.0,0.0,.500,1.3,2.7,.480,.484,0.6,1.0,.617,0.7,1.3,2.0,0.5,0.1,0.2,0.5,1.3,3.2,,24,SF,47,0,472,0,3,95,2,0,-2.5,-8.0,12,7,29,0,23,52,2,7,
DET,2005,Derrick Coleman,37,C,5,0,10.0,0.6,2.8,.214,0.0,0.4,.000,0.6,2.4,.250,.214,0.6,0.6,1.000,0.6,2.4,3.0,0.0,0.0,0.0,0.4,1.2,1.8,,37,C,5,0,50,0,0,0,35,65,-24.9,-29.8,1,1,5,0,2,0,1,1,
DET,2005,Smush Parker,23,PG,11,1,10.0,1.0,2.5,.393,0.2,0.8,.222,0.8,1.7,.474,.429,0.8,1.2,.692,0.2,0.6,0.8,1.0,0.3,0.0,0.9,1.2,3.0,,23,PG,11,1,110,76,24,0,0,0,-21.5,-26.8,6,3,4,0,4,24,0,2,
DET,2005,Horace Jenkins,30,PG,15,0,6.9,1.0,3.0,.333,0.0,0.6,.000,1.0,2.4,.417,.333,0.8,0.9,.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8,,30,PG,15,0,104,100,0,0,0,0,-6.5,-11.4,3,3,2,1,6,18,1,8,
DET,2005,Darko Miličić,19,C,37,2,6.9,0.7,2.1,.329,0.0,0.0,,0.7,2.1,.329,.329,0.5,0.6,.708,0.1,1.1,1.2,0.2,0.1,0.5,0.4,0.8,1.8,,19,C,37,2,254,0,0,0,0,100,2.8,-2.0,5,9,15,0,10,15,0,2,
DET,2005,Anthony Goldwire,33,PG,9,0,6.1,0.4,1.7,.267,0.3,1.0,.333,0.1,0.7,.167,.367,0.8,0.9,.875,0.1,0.8,0.9,0.0,0.0,0.0,0.1,0.6,2.0,,33,PG,9,0,55,100,0,0,0,0,-22.3,-27.2,1,0,2,0,3,0,0,0,
DET,2005,Darvin Ham,31,SF,47,0,5.9,0.4,0.8,.459,0.0,0.0,,0.4,0.8,.459,.459,0.3,0.7,.387,0.4,0.3,0.7,0.1,0.1,0.1,0.2,0.8,1.0,,31,SF,47,0,275,0,4,72,24,0,-12.2,-18.0,2,3,13,1,13,10,1,4,
DET,2005,Team Totals,,,82,82,243.4,34.8,78.3,.444,4.4,12.8,.345,30.3,65.5,.463,.472,19.4,26.2,.739,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,93.3,,,,82,82,19955,20,20,20,20,20,4.6,4.3,557,275,715,148,838,3888,139,367,
BOS,2000,Antoine Walker,23,PF,82,82,36.6,7.9,18.4,.430,0.9,3.5,.256,7.0,14.9,.471,.455,3.8,5.4,.699,2.4,5.5,8.0,3.7,1.4,0.4,3.2,3.2,20.5,,23,PF,82,82,3003,0,0,13,87,0,0.2,3.2,100,70,89,41,190,9,684,43,141
BOS,2000,Paul Pierce,22,SF,73,72,35.4,6.7,15.1,.442,1.3,3.8,.343,5.3,11.2,.476,.486,4.9,6.2,.798,1.1,4.3,5.4,3.0,2.1,0.8,2.4,3.2,19.5,,22,SF,73,72,2583,0,29,70,0,0,4.2,13.8,69,44,113,38,176,30,496,33,63
BOS,2000,Kenny Anderson,29,PG,82,82,31.6,5.3,12.0,.440,1.0,2.7,.386,4.3,9.3,.456,.483,2.4,3.1,.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8,14.0,,29,PG,82,82,2593,97,3,0,0,0,2.0,7.4,55,45,68,16,84,10,914,19,60
BOS,2000,Adrian Griffin,25,SG,72,47,26.8,2.4,5.7,.424,0.2,0.8,.281,2.2,4.9,.447,.443,1.7,2.2,.753,1.8,3.4,5.2,2.5,1.6,0.2,1.3,3.1,6.7,,25,SG,72,47,1927,0,99,1,0,0,-1.1,-1.0,37,29,95,10,62,14,397,9,39
BOS,2000,Vitaly Potapenko,24,C,79,72,22.7,3.9,7.8,.499,0.0,0.0,.000,3.9,7.8,.500,.499,1.4,2.0,.681,2.3,4.0,6.3,1.0,0.5,0.4,1.8,3.0,9.2,,24,C,79,72,1797,0,0,0,0,100,-0.2,0.6,41,29,94,38,68,17,178,13,47
BOS,2000,Eric Williams,27,SF,68,17,20.3,2.4,5.7,.427,0.4,1.1,.347,2.1,4.6,.446,.460,2.0,2.5,.793,0.8,1.5,2.3,1.4,0.6,0.2,1.0,2.4,7.2,,27,SF,68,17,1378,0,2,94,4,0,-2.2,-2.5,19,14,65,17,63,24,204,19,30
BOS,2000,Calbert Cheaney,28,SG,67,19,19.5,1.8,4.1,.440,0.3,0.8,.333,1.5,3.3,.466,.473,0.1,0.3,.429,0.3,1.7,2.1,1.2,0.7,0.2,0.7,2.4,4.0,,28,SG,67,19,1309,0,76,24,0,0,-2.8,-3.4,22,11,59,5,7,14,182,3,6
BOS,2000,Tony Battie,23,C,82,4,18.4,2.7,5.6,.477,0.0,0.1,.125,2.7,5.5,.483,.478,1.2,1.8,.675,1.9,3.1,5.0,0.8,0.6,0.9,0.8,3.0,6.6,,23,C,82,4,1505,0,0,0,10,90,0.6,1.9,31,14,122,6,58,11,139,13,21
BOS,2000,Dana Barros,32,PG,72,0,15.8,2.7,6.0,.451,0.8,2.0,.410,1.9,4.0,.471,.518,0.9,1.1,.868,0.2,1.2,1.4,1.8,0.4,0.1,0.9,1.1,7.2,,32,PG,72,0,1139,100,0,0,0,0,-5.5,-6.9,34,15,30,3,18,16,298,0,8
BOS,2000,Danny Fortson,23,PF,55,5,15.6,2.5,4.8,.528,0.0,0.0,,2.5,4.8,.528,.528,2.5,3.4,.735,2.6,4.1,6.7,0.5,0.4,0.1,1.2,3.3,7.6,,23,PF,55,5,856,0,0,9,45,46,-0.4,0.3,12,11,68,28,73,17,62,19,36
BOS,2000,Walter McCarty,25,PF,61,5,14.4,1.3,3.8,.339,0.6,1.8,.309,0.7,2.0,.367,.413,0.6,0.9,.722,0.5,1.3,1.8,1.1,0.4,0.4,1.1,1.4,3.8,,25,PF,61,5,879,0,0,1,82,17,-5.3,-6.1,32,12,37,6,19,15,155,1,9
BOS,2000,Wayne Turner,23,PG,3,0,13.7,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.7,2.0,.333,0.3,0.7,1.0,1.7,0.0,0.0,1.0,1.3,1.3,,23,PG,3,0,41,100,0,0,0,0,-5.6,-5.1,0,1,2,0,3,1,12,0,0
BOS,2000,Pervis Ellison,32,C,30,5,9.0,0.6,1.4,.442,0.0,0.0,,0.6,1.4,.442,.442,0.5,0.7,.714,1.0,1.3,2.2,0.4,0.3,0.3,0.4,2.2,1.8,,32,C,30,5,269,0,0,0,11,89,-22.1,-23.1,4,1,28,5,9,4,26,1,3
BOS,2000,Doug Overton,30,PG,48,0,9.0,1.3,3.2,.396,0.2,0.6,.357,1.1,2.6,.405,.429,0.4,0.4,.952,0.3,0.4,0.7,1.1,0.2,0.0,0.4,1.0,3.2,,30,PG,48,0,432,60,38,2,0,0,-2.2,-1.9,9,6,17,2,5,2,113,2,8
BOS,2000,Jamel Thomas,26,SF,3,0,6.3,1.7,3.3,.500,0.0,0.3,.000,1.7,3.0,.556,.500,0.3,0.3,1.000,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.0,3.7,,26,SF,3,0,19,0,45,55,0,0,-55.0,-54.7,0,0,0,0,1,0,4,1,0
BOS,2000,Team Totals,,,82,82,240.6,37.2,83.9,.444,5.1,15.4,.331,32.2,68.5,.469,.474,19.8,26.5,.745,13.5,29.5,43.0,21.2,9.7,3.5,15.4,27.1,99.3,,,,82,82,19730,20,20,20,20,20,-0.6,1.9,465,302,887,215,836,184,3864,176,471
BOS,2001,Antoine Walker,24,PF,81,81,41.9,8.8,21.2,.413,2.7,7.4,.367,6.0,13.8,.439,.478,3.1,4.3,.716,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1,23.4,,24,PF,81,81,3396,0,0,3,96,1,-2.4,0.7,129,82,90,42,149,960,38,116,
BOS,2001,Paul Pierce,23,SF,82,82,38.0,8.4,18.5,.454,1.8,4.7,.383,6.6,13.8,.478,.503,6.7,9.0,.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,MVP-13,23,SF,82,82,3120,1,29,70,0,0,-1.8,2.9,92,92,107,38,292,588,69,89,MVP-13
BOS,2001,Bryant Stith,30,SG,78,74,32.1,3.1,7.8,.401,1.2,3.1,.376,2.0,4.7,.417,.475,2.2,2.7,.845,0.8,2.8,3.6,2.2,1.2,0.2,1.2,2.3,9.7,,30,SG,78,74,2504,1,97,3,0,0,-3.3,-2.3,43,24,72,14,66,397,10,43,
BOS,2001,Kenny Anderson,30,PG,33,28,25.7,2.7,6.9,.388,0.3,1.0,.333,2.3,5.9,.397,.412,1.8,2.2,.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,7.5,,30,PG,33,28,849,100,0,0,0,0,-4.9,-3.1,25,13,21,6,27,322,6,13,
BOS,2001,Vitaly Potapenko,25,C,82,7,23.2,3.0,6.4,.476,0.0,0.0,,3.0,6.4,.476,.476,1.4,1.9,.728,2.5,3.5,6.0,0.8,0.6,0.3,1.3,2.8,7.5,,25,C,82,7,1901,0,0,0,1,99,-2.4,0.1,32,30,89,9,65,152,14,39,
BOS,2001,Randy Brown,32,PG,54,35,22.9,1.9,4.4,.422,0.0,0.1,.000,1.9,4.3,.427,.422,0.4,0.7,.575,0.4,1.4,1.8,2.9,1.1,0.2,1.0,2.4,4.1,,32,PG,54,35,1238,100,0,0,0,0,-2.2,0.4,35,14,50,6,11,383,1,16,
BOS,2001,Eric Williams,28,SF,81,11,21.5,2.0,5.5,.362,0.6,1.7,.331,1.4,3.8,.375,.413,2.0,2.9,.714,0.8,1.8,2.6,1.4,0.8,0.2,0.9,2.2,6.6,,28,SF,81,11,1745,0,3,86,11,0,0.1,4.6,35,16,78,17,86,263,15,33,
BOS,2001,Tony Battie,24,C,40,25,21.1,2.7,5.0,.537,0.0,0.1,.000,2.7,5.0,.545,.537,1.1,1.7,.638,1.8,4.0,5.8,0.4,0.7,1.5,0.9,3.2,6.5,,24,C,40,25,845,0,0,0,6,94,-1.9,0.7,12,9,71,4,27,36,7,7,
BOS,2001,Doug Overton,31,PG,7,1,20.6,2.1,6.3,.341,0.1,0.6,.250,2.0,5.7,.350,.352,1.0,1.6,.636,0.4,1.7,2.1,2.7,0.6,0.0,1.9,2.1,5.4,,31,PG,7,1,144,100,0,0,0,0,-9.5,-7.3,6,3,6,2,3,43,1,3,
BOS,2001,Rick Brunson,28,PG,7,0,20.3,1.4,5.0,.286,0.3,1.6,.182,1.1,3.4,.333,.314,0.6,1.3,.444,0.3,1.0,1.3,3.4,1.0,0.1,1.3,2.3,3.7,,28,PG,7,0,142,100,0,0,0,0,-4.8,-2.4,6,3,6,0,3,61,1,5,
BOS,2001,Milt Palacio,22,PG,58,6,19.7,2.2,4.6,.472,0.2,0.6,.333,2.0,4.0,.494,.494,1.3,1.6,.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9,,22,PG,58,6,1141,99,1,0,0,0,-0.8,2.4,32,32,31,6,37,364,10,25,
BOS,2001,Mark Blount,25,C,64,50,17.2,1.6,3.1,.505,0.0,0.0,,1.6,3.1,.505,.505,0.7,1.0,.697,1.5,2.1,3.6,0.5,0.6,1.2,1.0,2.9,3.9,,25,C,64,50,1098,0,0,0,0,100,-3.5,-1.5,12,23,88,8,32,74,6,21,
BOS,2001,Chris Herren,25,PG,25,7,16.3,1.2,3.8,.302,0.6,2.2,.291,0.5,1.6,.317,.385,0.4,0.5,.750,0.2,0.7,0.8,2.2,0.6,0.0,0.8,1.7,3.3,,25,PG,25,7,408,100,0,0,0,0,0.4,3.2,9,8,11,2,6,135,0,6,
BOS,2001,Chris Carr,26,SG,35,0,8.8,1.5,3.2,.473,0.5,1.1,.459,1.0,2.1,.480,.549,1.3,1.7,.767,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,4.8,,26,SG,35,0,309,3,95,2,0,0,-10.9,-9.2,6,6,16,5,20,27,0,6,
BOS,2001,Adrian Griffin,26,SF,44,0,8.6,0.8,2.2,.340,0.2,0.6,.346,0.5,1.6,.338,.387,0.4,0.5,.750,0.6,1.4,2.0,0.6,0.4,0.1,0.4,1.0,2.1,,26,SF,44,0,377,1,71,28,0,0,-4.0,-1.7,2,8,19,4,11,60,1,8,
BOS,2001,Walter McCarty,26,PF,60,3,8.0,0.8,2.1,.357,0.3,0.9,.339,0.4,1.2,.371,.433,0.4,0.5,.786,0.4,1.0,1.4,0.7,0.2,0.1,0.3,1.4,2.2,,26,PF,60,3,478,0,0,3,75,22,-3.0,-0.6,10,6,39,1,10,92,0,7,
BOS,2001,Jérôme Moïso,22,C,24,0,5.6,0.5,1.3,.400,0.0,0.0,.000,0.5,1.2,.414,.400,0.5,1.1,.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5,,22,C,24,0,135,0,0,0,65,35,-4.6,-2.3,10,4,18,4,7,7,0,3,
BOS,2001,Team Totals,,,82,82,241.8,33.8,79.1,.428,7.2,19.9,.363,26.6,59.2,.450,.473,19.8,26.7,.740,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,,,,82,82,19830,20,20,20,20,20,-2.4,0.5,496,373,812,168,852,3964,179,440,
BOS,2002,Antoine Walker,25,PF,81,81,42.0,8.2,20.9,.394,2.7,8.0,.344,5.5,12.9,.425,.460,3.0,4.0,.741,1.9,7.0,8.8,5.0,1.5,0.5,3.1,2.9,22.1,AS,25,PF,81,81,3406,0,0,7,86,7,2.9,4.7,114,74,79,42,140,902,30,125,AS
BOS,2002,Paul Pierce,24,SG,82,82,40.3,8.6,19.5,.442,2.6,6.3,.404,6.1,13.1,.461,.508,6.3,7.8,.809,1.0,5.9,6.9,3.2,1.9,1.0,2.9,2.9,26.1,"MVP-11,AS,NBA3",24,SG,82,82,3302,0,74,26,0,0,4.4,12.4,104,86,109,33,259,609,56,97,"MVP-11,AS,NBA3"
BOS,2002,Kenny Anderson,31,PG,76,76,32.0,4.1,9.4,.436,0.1,0.4,.273,4.0,9.0,.444,.442,1.3,1.7,.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8,9.6,,31,PG,76,76,2430,100,0,0,0,0,4.9,6.7,71,33,103,6,50,960,12,52,
BOS,2002,Tony Delk,28,SG,22,16,25.9,2.7,7.8,.349,0.9,3.0,.299,1.8,4.8,.381,.407,1.0,1.4,.733,0.9,2.7,3.6,2.3,1.0,0.3,0.9,1.7,7.4,,28,SG,22,16,570,39,61,0,0,0,5.6,3.9,8,7,18,2,12,127,0,6,
BOS,2002,Tony Battie,25,C,74,73,24.6,2.9,5.3,.541,0.0,0.0,.000,2.9,5.2,.544,.541,1.2,1.8,.677,2.5,4.0,6.5,0.5,0.8,0.9,0.7,3.0,6.9,,25,C,74,73,1819,0,0,0,1,99,4.8,4.7,15,23,136,4,57,82,10,27,
BOS,2002,Eric Williams,29,SF,74,30,23.6,1.9,5.2,.374,0.3,1.2,.279,1.6,4.0,.401,.405,2.2,3.0,.731,0.8,2.2,3.0,1.5,1.0,0.1,1.3,2.4,6.4,,29,SF,74,30,1747,0,2,74,24,0,4.6,4.2,41,28,82,17,85,272,14,42,
BOS,2002,Rodney Rogers,30,SF,27,1,23.2,4.0,8.2,.482,1.4,3.5,.411,2.5,4.7,.535,.570,1.3,1.9,.700,1.3,2.7,4.0,1.5,0.6,0.4,1.6,2.9,10.7,,30,SF,27,1,626,0,7,80,13,0,9.5,8.6,17,13,31,7,29,92,12,16,
BOS,2002,Joe Johnson,20,SG,48,33,20.9,2.7,6.2,.439,0.5,1.8,.273,2.2,4.3,.510,.480,0.4,0.5,.769,0.8,2.1,2.9,1.5,0.7,0.2,0.6,1.2,6.3,,20,SG,48,33,1003,0,15,85,1,0,0.7,-2.1,15,8,29,2,11,179,1,15,
BOS,2002,Erick Strickland,28,PG,79,4,20.8,2.4,6.2,.389,1.2,3.1,.385,1.2,3.1,.394,.487,1.7,2.0,.845,0.3,2.4,2.7,2.3,0.7,0.0,1.2,1.8,7.7,,28,PG,79,4,1643,48,52,0,0,0,-2.3,-7.9,57,20,49,9,42,455,8,30,
BOS,2002,Vitaly Potapenko,26,C,79,9,17.0,1.7,3.8,.455,0.0,0.0,,1.7,3.8,.455,.455,1.1,1.5,.742,2.1,2.3,4.4,0.4,0.5,0.2,0.8,2.2,4.6,,26,C,79,9,1343,0,0,0,3,97,-3.0,-8.0,19,18,74,8,50,72,6,32,
BOS,2002,Walter McCarty,27,PF,56,0,12.8,1.4,3.2,.444,0.7,1.8,.394,0.7,1.4,.506,.553,0.2,0.3,.684,0.6,1.7,2.3,0.7,0.3,0.1,0.4,1.5,3.8,,27,PF,56,0,718,0,0,5,67,29,-0.7,-3.7,11,7,41,4,6,100,1,6,
BOS,2002,Milt Palacio,23,PG,41,0,12.6,1.3,3.3,.385,0.3,0.8,.353,1.0,2.5,.396,.430,0.9,1.2,.706,0.2,1.0,1.2,1.3,0.5,0.1,0.6,0.9,3.7,,23,PG,41,0,518,99,1,0,0,0,-10.1,-14.2,8,10,23,3,18,132,3,14,
BOS,2002,Mark Blount,26,C,44,0,9.4,0.7,1.7,.421,0.0,0.0,,0.7,1.7,.421,.421,0.7,0.8,.811,0.6,1.3,1.9,0.2,0.4,0.4,0.5,1.3,2.1,,26,C,44,0,415,0,0,0,0,100,-6.9,-10.3,6,7,32,3,15,24,3,10,
BOS,2002,Kedrick Brown,20,SF,29,5,8.4,0.8,2.4,.329,0.2,0.9,.185,0.6,1.5,.419,.364,0.4,0.7,.600,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.2,,20,SF,29,5,245,0,20,80,0,0,-0.6,-3.1,1,4,6,1,7,39,0,3,
BOS,2002,Randy Brown,33,PG,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,33,PG,1,0,6,100,0,0,0,0,-40.0,-42.3,0,0,1,0,0,4,0,0,
BOS,2002,Joseph Forte,20,SG,8,0,4.9,0.1,1.5,.083,0.0,0.4,.000,0.1,1.1,.111,.083,0.5,0.5,1.000,0.1,0.6,0.8,0.8,0.3,0.0,0.4,0.1,0.8,,20,SG,8,0,39,23,77,0,0,0,-23.4,-26.0,1,1,1,0,2,14,0,1,
BOS,2002,Team Totals,,,82,82,241.8,34.8,82.1,.424,8.5,23.7,.359,26.3,58.4,.450,.476,18.3,23.9,.764,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4,,,,82,82,19830,20,20,20,20,20,2.3,2.8,488,339,814,141,783,4063,156,476,
BOS,2003,Antoine Walker,26,PF,78,78,41.5,7.7,19.9,.388,2.4,7.5,.323,5.3,12.5,.427,.449,2.3,3.7,.615,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,20.1,AS,26,PF,78,78,3235,0,0,3,81,16,0.9,6.6,128,68,91,38,123,860,33,88,AS
BOS,2003,Paul Pierce,25,SG,79,79,39.2,8.4,20.2,.416,1.5,4.9,.302,6.9,15.2,.454,.454,7.6,9.5,.802,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9,25.9,"MVP-11,AS,NBA3",25,SG,79,79,3096,0,93,7,0,0,1.9,10.7,114,113,88,43,304,856,81,98,"MVP-11,AS,NBA3"
BOS,2003,Eric Williams,30,SF,82,79,28.7,3.1,7.0,.442,0.5,1.3,.336,2.6,5.7,.467,.474,2.5,3.3,.750,1.7,2.9,4.7,1.7,1.0,0.2,1.2,2.9,9.1,,30,SF,82,79,2350,0,3,94,3,0,1.8,5.1,28,41,107,19,114,330,22,45,
BOS,2003,Tony Delk,29,PG,67,39,28.0,3.5,8.4,.416,1.8,4.5,.395,1.7,3.8,.441,.523,1.0,1.3,.782,0.6,2.9,3.5,2.2,1.1,0.1,1.0,1.9,9.8,,29,PG,67,39,1873,99,1,0,0,0,-1.3,-1.9,32,23,58,6,25,344,4,13,
BOS,2003,Tony Battie,26,C,67,62,25.1,3.0,5.5,.539,0.0,0.1,.200,3.0,5.4,.544,.541,1.3,1.8,.746,2.2,4.3,6.5,0.7,0.5,1.2,0.7,2.9,7.3,,26,C,67,62,1683,0,0,0,0,100,5.5,10.1,15,16,135,7,49,120,6,13,
BOS,2003,Walter McCarty,28,SF,82,8,23.8,2.1,5.1,.414,1.1,3.0,.367,1.0,2.1,.482,.523,0.7,1.2,.622,0.8,2.7,3.5,1.3,1.0,0.3,0.8,2.3,6.1,,28,SF,82,8,1949,0,0,54,44,2,-1.6,-2.5,33,15,109,4,30,249,4,11,
BOS,2003,J.R. Bremer,22,PG,64,41,23.5,2.7,7.3,.369,1.6,4.5,.353,1.1,2.8,.393,.477,1.3,1.7,.766,0.3,2.0,2.3,2.6,0.6,0.0,0.9,1.3,8.3,,22,PG,64,41,1503,85,15,0,0,0,-2.6,-3.7,23,19,34,10,37,392,1,23,
BOS,2003,Shammond Williams,27,PG,51,2,22.9,2.6,6.6,.396,1.1,3.1,.352,1.5,3.5,.436,.479,0.9,1.1,.842,0.2,1.9,2.2,2.5,1.2,0.1,1.2,1.6,7.3,,27,PG,51,2,1169,56,44,0,0,0,0.0,0.5,30,17,39,2,17,313,5,11,
BOS,2003,Mark Blount,27,C,27,7,19.2,1.7,3.0,.563,0.0,0.0,,1.7,3.0,.563,.563,1.1,1.5,.750,1.8,2.8,4.6,0.8,0.7,0.6,1.2,2.8,4.4,,27,C,27,7,518,0,0,0,0,100,-6.4,-7.0,7,11,32,7,22,46,6,10,
BOS,2003,Vin Baker,31,C,52,9,18.1,1.9,4.0,.478,0.0,0.1,.000,1.9,3.9,.488,.478,1.4,2.1,.673,1.7,2.1,3.8,0.6,0.4,0.6,1.2,2.8,5.2,,31,C,52,9,942,0,0,0,2,98,-3.9,-4.7,11,20,47,16,46,73,10,34,
BOS,2003,Kedrick Brown,21,SF,51,5,13.1,1.2,3.4,.357,0.1,0.8,.077,1.1,2.6,.439,.365,0.4,0.6,.625,0.9,1.9,2.7,0.4,0.7,0.3,0.5,1.3,2.8,,21,SF,51,5,666,0,40,60,0,0,-4.5,-5.0,12,6,22,2,12,48,0,9,
BOS,2003,Bimbo Coles,34,PG,14,0,12.5,1.6,3.5,.449,0.0,0.5,.000,1.6,3.0,.524,.449,0.6,0.6,1.000,0.1,0.7,0.8,1.1,0.4,0.0,0.7,1.2,3.7,,34,PG,14,0,175,100,0,0,0,0,3.3,3.8,9,0,7,0,0,37,0,2,
BOS,2003,Grant Long,36,PF,41,1,11.9,0.7,1.7,.386,0.0,0.1,.000,0.7,1.6,.403,.386,0.4,0.6,.783,0.6,1.4,2.0,0.6,0.2,0.0,0.5,1.5,1.8,,36,PF,41,1,488,0,0,0,73,27,-4.7,-5.0,8,4,28,6,7,55,1,6,
BOS,2003,Bruno Šundov,22,C,26,0,5.3,0.5,2.2,.250,0.2,0.6,.250,0.4,1.5,.250,.286,0.0,0.1,.000,0.3,0.8,1.1,0.3,0.2,0.1,0.3,0.9,1.2,,22,C,26,0,138,0,0,0,0,100,-32.8,-33.6,5,2,10,0,1,15,0,4,
BOS,2003,Mark Bryant,37,PF,2,0,4.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,,37,PF,2,0,9,0,0,0,0,100,-86.0,-85.9,0,0,2,0,0,2,0,0,
BOS,2003,Mikki Moore,27,C,3,0,4.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.7,0.0,2.0,0.0,,27,C,3,0,12,0,0,0,17,83,-54.3,-54.1,0,0,2,0,0,0,0,0,
